region,instructions,total_cycles,average_cycles,min_cycles,max_cycles,issue,icache_fill,dcache_fill,write_buffer,bus_contention,dma_hold,cart_spin,interlock,halt_wait,gx_paid,gx_blamed
1287,697088,3360940,4.821,0,806577,458624,798610,668902,115118,73909,16470,0,98805,1130502,0,0
1268,755286,3360938,4.450,0,1077019,505051,837526,633039,115488,74724,16470,0,101627,1077013,0,0
16,740305,3360934,4.540,0,1081749,490546,797565,599176,115837,76768,16470,0,91566,1173006,0,0
407,883424,3360932,3.804,0,955125,538432,982194,595781,103929,74601,17782,0,93094,955119,0,0
269,750922,3360924,4.476,0,995499,460179,859068,636523,118681,74789,16470,0,101904,1093310,0,0
1471,718068,3360920,4.681,0,1046135,432791,827105,644411,125690,73811,17770,0,100247,1139095,0,0
1450,723863,3360912,4.643,0,1088741,464725,805942,608637,117267,74978,17734,0,91568,1180061,0,0
413,723277,3360854,4.647,0,1116173,488504,818737,626255,120884,76263,17788,0,96256,1116167,0,0
1528,747471,3360854,4.496,0,1038199,501288,855537,615484,112894,75587,16782,0,96964,1086318,0,0
2,801739,3360850,4.192,0,709265,552513,894435,690243,128431,77849,16470,0,101911,898998,0,0
432,711938,3360850,4.721,0,1031671,445015,829234,641106,133000,75729,16790,0,97055,1122921,0,0
372,829555,3360834,4.051,0,866655,494687,952378,642617,119976,75161,17730,0,98422,959863,0,0
699,763747,3360828,4.400,0,1034655,475880,868806,651379,122668,82493,16470,0,108483,1034649,0,0
770,918524,3360820,3.659,0,1002207,572571,918713,584599,96426,73264,16470,0,96576,1002201,0,0
151,919079,3360788,3.657,0,1005185,574652,930005,573686,97054,74745,16470,0,88997,1005179,0,0
229,745895,3360782,4.506,0,1095067,460818,848310,611195,103378,76024,16470,0,101405,1143182,0,0
721,904843,3360768,3.714,0,947063,681595,823117,610388,104706,81784,16470,0,95651,947057,0,0
1556,746280,3360768,4.503,0,1005659,486036,838640,631511,111285,76111,16470,0,101301,1099414,0,0
147,742593,3360762,4.526,0,861387,525653,805091,636039,112683,76854,16470,0,90615,1097357,0,0
168,814076,3360760,4.128,0,901359,545386,895599,687811,125916,76762,16470,0,109125,903691,0,0
645,1185861,3360708,2.834,0,116007,729476,1220388,769708,124936,76702,16470,0,120444,302584,0,0
11,805556,3360704,4.172,0,634507,519747,878545,658238,118308,76940,16470,0,102108,990348,0,0
145,706081,3360688,4.760,0,1102457,434483,802054,622128,119866,75380,16470,0,96840,1193467,0,0
1279,752464,3360666,4.466,0,1100135,493302,836112,635996,102169,73910,16470,0,102578,1100129,0,0
181,771668,3360656,4.355,0,985449,477545,895075,682240,114479,74496,16502,0,114876,985443,0,0
343,752145,3360646,4.468,0,1092863,486066,846015,632504,108955,73686,17642,0,102921,1092857,0,0
154,894739,3360634,3.756,0,971295,552044,958005,594465,102215,74863,16470,0,91283,971289,0,0
1145,790782,3360624,4.250,0,906235,489859,921536,695146,132716,81465,16470,0,117203,906229,0,0
166,771925,3360580,4.354,0,1020015,520210,847422,655663,120972,76429,16470,0,103405,1020009,0,0
1546,716125,3360560,4.693,0,1111539,466843,826904,646937,114558,74611,16470,0,100575,1113662,0,0
768,909174,3360538,3.696,0,544905,555675,936809,603916,97723,73608,16470,0,99187,977150,0,0
374,972317,3360534,3.456,0,750915,586313,1071513,647048,108329,74558,17806,0,104058,750909,0,0
494,701650,3360480,4.789,0,1014483,436943,832379,651727,132688,75899,16470,0,98488,1115886,0,0
393,791510,3360474,4.246,0,790171,483923,946938,702063,143141,76934,17750,0,106134,883591,0,0
707,707082,3360468,4.753,0,1100153,455401,796551,612382,116130,76603,16470,0,94604,1192327,0,0
711,756795,3360406,4.440,0,838689,484335,872056,663919,120640,77893,16502,0,100673,1024388,0,0
1244,706248,3360390,4.758,0,615679,454733,812822,603230,110014,75170,16470,0,92957,1194994,0,0
353,1171716,3360226,2.868,0,47852,677569,1255317,788383,151862,74794,17782,0,124575,269944,0,0
149,961530,3360094,3.495,0,881963,623614,969617,598562,100313,75736,16470,0,93825,881957,0,0
359,878247,3359996,3.826,0,872973,552066,973774,653974,107554,74490,17782,0,105057,875299,0,0
459,774898,3359840,4.336,0,1025003,503192,857865,628221,131657,86995,16470,0,110443,1024997,0,0
437,790233,3359830,4.252,0,991023,513675,873545,665552,114572,74388,16790,0,108417,992891,0,0
719,900605,3359698,3.730,0,966191,674509,817303,603895,104448,81704,16470,0,95184,966185,0,0
243,701166,3359676,4.792,0,1076569,462766,805954,621824,110807,74988,16470,0,96263,1170604,0,0
878,598232,2242518,3.749,0,372503,393349,682823,527762,92502,73085,16470,0,84030,372497,0,0
998,685026,2242420,3.273,0,73407,423833,805510,634126,110461,73513,16502,0,105074,73401,0,0
