pc,all_instructions,all_total_cycles,all_issue,all_icache_fill,all_dcache_fill,all_write_buffer,all_bus_contention,all_dma_hold,all_interlock,all_halt_wait,marg_instructions,marg_total_cycles,marg_issue,marg_icache_fill,marg_dcache_fill,marg_write_buffer,marg_bus_contention,marg_dma_hold,marg_interlock,marg_halt_wait
0x02096e62,3116,93054,3116,89938,0,0,0,0,0,0,160,4726,160,4566,0,0,0,0,0,0
0x020a2284,345,12040,0,12040,0,0,0,0,0,0,36,1260,0,1260,0,0,0,0,0,0
0x020186a8,1377,18780,-1512,7152,13008,132,0,0,0,0,104,1536,-128,543,1101,20,0,0,0,0
0x02025718,60,2088,-140,1448,744,36,0,0,0,0,8,234,-13,194,45,8,0,0,0,0
0x02030d34,3200,35566,-3200,35566,0,3200,0,0,0,0,160,1928,-160,1928,0,160,0,0,0,0
0x0203263c,1600,82628,0,82628,0,0,0,0,0,0,80,4122,0,4122,0,0,0,0,0,0
0x0208788a,24,840,816,0,24,0,0,0,0,0,2,70,68,0,2,0,0,0,0,0
0x0203e660,22904,39074,0,39074,0,0,0,0,0,0,1339,2203,0,2203,0,0,0,0,0,0
0x020a4422,1,70,25,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0202ff14,1600,54342,-9372,5162,55220,3332,0,0,0,0,80,2778,-474,271,2801,180,0,0,0,0
0x0203e8b8,24184,25012,0,25012,0,0,0,0,0,0,1446,1500,0,1500,0,0,0,0,0,0
0x02025318,60,2580,0,2220,0,0,0,0,360,0,8,380,0,332,0,0,0,0,48,0
0x0203e7e0,22904,37926,0,37926,0,0,0,0,0,0,1339,2165,0,2165,0,0,0,0,0,0
0x02060e74,12561,33454,-423,33031,0,846,0,0,0,0,728,1832,-20,1808,0,44,0,0,0,0
0x0203e560,24048,31120,-4795,31261,0,4654,0,0,0,0,1397,1735,-249,1743,0,241,0,0,0,0
0x0203e638,22904,28709,0,28709,0,0,0,0,0,0,1339,1594,0,1594,0,0,0,0,0,0
0x0205e7e4,3200,26116,-88,26116,0,88,0,0,0,0,160,1044,-1,1044,0,1,0,0,0,0
0x02056336,6155,42785,6155,0,0,0,0,0,36630,0,399,2708,399,0,0,0,0,0,2309,0
0x020ade9c,3116,61422,0,58306,0,0,0,0,3116,0,160,3202,0,3042,0,0,0,0,160,0
0x020afb7c,39,1226,-39,992,0,39,0,0,234,0,16,460,-16,364,0,16,0,0,96,0
0x02088592,43,1505,43,1462,0,0,0,0,0,0,2,70,2,68,0,0,0,0,0,0
0x02088614,42,1470,0,1470,0,0,0,0,0,0,1,35,0,35,0,0,0,0,0,0
0x02095044,356,7176,-2035,340,8747,124,0,0,0,0,20,402,-114,19,493,4,0,0,0,0
0x01ffd588,103200,103202,103202,0,0,0,0,0,0,0,5300,5300,5300,0,0,0,0,0,0,0
0x0203220a,1600,56758,1600,55158,0,0,0,0,0,0,80,2872,80,2792,0,0,0,0,0,0
0x02067a02,84,5880,2100,3780,0,0,0,0,0,0,11,770,275,495,0,0,0,0,0,0
0x0208c834,4233,7240,-172,2372,4984,56,0,0,0,0,409,664,-6,261,409,0,0,0,0,0
0x0208468e,200,6990,200,6790,0,0,0,0,0,0,6,210,6,204,0,0,0,0,0,0
0x0200851c,1527,44222,0,42330,0,0,0,0,1892,0,56,1446,0,1385,0,0,0,0,61,0
0x020560fe,110,4001,-285,0,4082,204,0,0,0,0,36,905,-65,0,910,60,0,0,0,0
0x0206269c,1600,65538,0,55938,0,0,0,0,9600,0,80,3338,0,2858,0,0,0,0,480,0
0x01ffe2cc,23409,86673,23409,0,0,0,0,0,63264,0,1194,4443,1194,0,0,0,0,0,3249,0
0x02007f52,32000,72625,40685,0,0,31940,0,0,0,0,1600,3650,2054,0,0,1596,0,0,0,0
0x02053e10,53,1855,0,1855,0,0,0,0,0,0,3,105,0,105,0,0,0,0,0,0
0x020afff4,16,388,0,388,0,0,0,0,0,0,4,104,0,104,0,0,0,0,0,0
0x01ffd6b4,103199,103215,87640,0,0,15575,0,0,0,0,5300,5300,4484,0,0,816,0,0,0,0
0x020966a0,3116,10368,-90,3191,4127,24,0,0,3116,0,160,480,0,160,160,0,0,0,160,0
0x02090150,81,2835,0,2835,0,0,0,0,0,0,7,245,0,245,0,0,0,0,0,0
0x0206287c,1600,65814,-1600,65814,0,1600,0,0,0,0,80,3406,-80,3406,0,80,0,0,0,0
0x02061cba,1600,62518,23050,0,39452,16,0,0,0,0,80,2972,1180,0,1792,0,0,0,0,0
0x01ffd534,103201,103205,103205,0,0,0,0,0,0,0,5300,5300,5300,0,0,0,0,0,0,0
0x020a3a24,28,980,0,952,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0205f2d0,111,1636,0,1636,0,0,0,0,0,0,9,114,0,114,0,0,0,0,0,0
0x020a1778,222,7510,0,7510,0,0,0,0,0,0,19,646,0,646,0,0,0,0,0,0
0x0209d9bc,9,603,261,342,0,0,0,0,0,0,8,533,232,301,0,0,0,0,0,0
0x020a59a2,14,956,326,630,0,0,0,0,0,0,11,746,251,495,0,0,0,0,0,0
0x02001b2e,173,5137,4964,0,173,0,0,0,0,0,9,247,238,0,9,0,0,0,0,0
0x0209e6b6,101,2413,2312,0,101,0,0,0,0,0,26,638,612,0,26,0,0,0,0,0
0x020853c4,3,146,-18,57,103,4,0,0,0,0,2,76,-12,38,50,0,0,0,0,0
0x020a3864,760,3936,6,3930,0,0,0,0,0,0,76,274,0,274,0,0,0,0,0,0
0x02069460,3946,4426,0,4426,0,0,0,0,0,0,291,341,0,341,0,0,0,0,0,0
0x020a3394,354,1556,-391,210,1645,92,0,0,0,0,10,46,-12,6,52,0,0,0,0,0
0x02086d46,980,980,980,0,0,0,0,0,0,0,420,420,420,0,0,0,0,0,0,0
0x02086d48,980,980,0,980,0,0,0,0,0,0,420,420,0,420,0,0,0,0,0,0
0x02086d4a,980,980,980,0,0,0,0,0,0,0,420,420,420,0,0,0,0,0,0,0
0x02086d4c,980,980,0,980,0,0,0,0,0,0,420,420,0,420,0,0,0,0,0,0
0x0205e202,6144,72430,66286,0,6144,0,0,0,0,0,316,3462,3146,0,316,0,0,0,0,0
0x0203465c,1495,21025,0,21025,0,0,0,0,0,0,132,1932,0,1932,0,0,0,0,0,0
0x020af79c,144,1602,0,1602,0,0,0,0,0,0,57,628,0,628,0,0,0,0,0,0
0x020811ac,34,309,1,271,0,37,0,0,0,0,12,122,-2,116,0,8,0,0,0,0
0x020af6de,144,838,-160,0,902,96,0,0,0,0,57,371,-70,0,385,56,0,0,0,0
0x0207e708,4157,5255,0,5255,0,0,0,0,0,0,1223,1471,0,1471,0,0,0,0,0,0
0x0207e70c,4157,5255,0,5255,0,0,0,0,0,0,1223,1471,0,1471,0,0,0,0,0,0
0x0207f6c8,883,1094,-59,19,1134,0,0,0,0,0,595,745,-45,15,775,0,0,0,0,0
0x020b1edc,145,2474,0,2474,0,0,0,0,0,0,58,974,0,974,0,0,0,0,0,0
0x020a682e,1,70,-5,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02095f7a,1600,16206,1600,14606,0,0,0,0,0,0,80,804,80,724,0,0,0,0,0,0
0x020952a0,697,3991,0,3991,0,0,0,0,0,0,33,345,0,345,0,0,0,0,0,0
0x020328f8,9600,31596,0,31596,0,0,0,0,0,0,480,1820,0,1820,0,0,0,0,0,0
0x0204780e,79,4510,-320,0,4715,36,0,0,79,0,15,778,-55,0,814,4,0,0,15,0
0x02086c1c,1380,3179,0,3179,0,0,0,0,0,0,132,447,0,447,0,0,0,0,0,0
0x0200d1c8,3200,70994,-19194,3199,73857,9932,0,0,3200,0,160,3452,-960,160,3632,460,0,0,160,0
0x020882ee,35,1225,35,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0208813e,2,140,58,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0209147c,563,9792,0,9792,0,0,0,0,0,0,44,773,0,773,0,0,0,0,0,0
0x020162cc,46192,99560,0,53368,0,0,0,0,46192,0,2378,5138,0,2760,0,0,0,0,2378,0
0x01ffe974,22753,75481,22753,0,0,0,0,0,52728,0,1178,4001,1178,0,0,0,0,0,2823,0
0x020171e0,40000,62968,0,62968,0,0,0,0,0,0,2000,3170,0,3170,0,0,0,0,0,0
0x020b20c4,15,1043,0,1043,0,0,0,0,0,0,13,905,0,905,0,0,0,0,0,0
0x020b314e,6232,6826,-45,0,6781,90,0,0,0,0,320,848,-40,0,808,80,0,0,0,0
0x020a9ecc,104,3102,0,2998,104,0,0,0,0,0,23,805,0,782,23,0,0,0,0,0
0x02008566,1600,30902,10975,0,18139,1788,0,0,0,0,80,1873,147,0,1494,232,0,0,0,0
0x02042e48,26000,53372,216,53156,0,0,0,0,0,0,1183,2460,5,2455,0,0,0,0,0,0
0x0209403c,3626,54885,0,54885,0,0,0,0,0,0,162,2653,0,2653,0,0,0,0,0,0
