pc,whole_instructions,whole_total_cycles,whole_issue,whole_icache_fill,whole_dcache_fill,whole_write_buffer,whole_bus_contention,whole_dma_hold,whole_interlock,whole_halt_wait,sitr25_instructions,sitr25_total_cycles,sitr25_issue,sitr25_icache_fill,sitr25_dcache_fill,sitr25_write_buffer,sitr25_bus_contention,sitr25_dma_hold,sitr25_interlock,sitr25_halt_wait,event288_instructions,event288_total_cycles,event288_issue,event288_icache_fill,event288_dcache_fill,event288_write_buffer,event288_bus_contention,event288_dma_hold,event288_interlock,event288_halt_wait,quiet_instructions,quiet_total_cycles,quiet_issue,quiet_icache_fill,quiet_dcache_fill,quiet_write_buffer,quiet_bus_contention,quiet_dma_hold,quiet_interlock,quiet_halt_wait,card_instructions,card_total_cycles,card_issue,card_icache_fill,card_dcache_fill,card_write_buffer,card_bus_contention,card_dma_hold,card_interlock,card_halt_wait
0x02083f9e,44,44,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,0,0,24,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02083fa2,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02083fa6,44,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02085976,10,20,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,20,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a5d6e,35,70,50,0,0,20,0,0,0,0,1,2,2,0,0,0,0,0,0,0,4,8,6,0,0,2,0,0,0,0,10,20,16,0,0,4,0,0,0,0,1,2,2,0,0,0,0,0,0,0
0x020a7bca,35,70,0,0,35,0,0,0,35,0,1,2,0,0,1,0,0,0,1,0,6,12,0,0,6,0,0,0,6,0,10,20,0,0,10,0,0,0,10,0,1,2,0,0,1,0,0,0,1,0
0x020a7bcc,35,70,0,35,0,0,0,0,35,0,1,2,0,1,0,0,0,0,1,0,6,12,0,6,0,0,0,0,6,0,10,20,0,10,0,0,0,0,10,0,1,2,0,1,0,0,0,0,1,0
0x020a9332,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a9336,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a933a,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a933e,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a9342,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a9346,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a934a,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a934e,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a935a,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a935e,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a9366,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a936a,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a936e,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a9374,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a9376,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a9380,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a9382,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a9384,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a9386,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a9388,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a938a,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a938c,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a93c6,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020ac1cc,602,602,-12,12,602,0,0,0,0,0,6,6,0,0,6,0,0,0,0,0,83,83,-2,2,83,0,0,0,0,0,188,188,-2,2,188,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0
0x020ac1d4,602,602,0,602,0,0,0,0,0,0,6,6,0,6,0,0,0,0,0,0,83,83,0,83,0,0,0,0,0,0,188,188,0,188,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0
0x020ac1de,602,602,602,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,83,83,83,0,0,0,0,0,0,0,188,188,188,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0
0x020ac1e2,602,602,0,0,602,0,0,0,0,0,6,6,0,0,6,0,0,0,0,0,83,83,0,0,83,0,0,0,0,0,188,188,0,0,188,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0
0x020ac1e6,602,602,602,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,83,83,83,0,0,0,0,0,0,0,188,188,188,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0
0x020ac1ea,602,602,602,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,83,83,83,0,0,0,0,0,0,0,188,188,188,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0
0x020ac1ee,602,602,383,0,0,219,0,0,0,0,6,6,4,0,0,2,0,0,0,0,83,83,54,0,0,29,0,0,0,0,188,188,105,0,0,83,0,0,0,0,4,4,2,0,0,2,0,0,0,0
0x020ac1f2,602,602,602,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,83,83,83,0,0,0,0,0,0,0,188,188,188,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0
0x020ac1f6,602,602,602,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,83,83,83,0,0,0,0,0,0,0,188,188,188,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0
0x0200d78e,53,106,53,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,7,14,7,0,0,0,0,0,7,0,33,66,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
0x02083d3a,532,532,532,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,73,73,73,0,0,0,0,0,0,0,172,172,172,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0
0x02083d3e,532,532,532,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,73,73,73,0,0,0,0,0,0,0,172,172,172,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0
0x020adc0e,300,600,300,0,0,0,0,0,300,0,3,6,3,0,0,0,0,0,3,0,41,82,41,0,0,0,0,0,41,0,94,188,94,0,0,0,0,0,94,0,2,4,2,0,0,0,0,0,2,0
0x020adc10,300,392,0,392,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,41,60,0,60,0,0,0,0,0,0,94,123,0,123,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0
0x020aba7e,15,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020aba82,15,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020aba86,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020aba9e,15,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abaa2,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abad6,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abada,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abade,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abae4,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abae6,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abae8,15,15,-11,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-3,5,0,3,0,0,0,0,10,10,-8,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abe88,15,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abe8a,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abe8c,15,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abe8e,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abe92,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abe94,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abe96,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abe98,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abe9e,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abea2,15,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abea4,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abea6,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abea8,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abeac,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abeb0,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abeb2,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abeb4,15,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abeb8,15,15,-11,15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-3,5,0,3,0,0,0,0,10,10,-8,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020abfc6,15,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02069cce,6,6,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02069cd2,6,6,6,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02069cd8,6,6,0,6,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02069cda,6,6,5,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02083e8e,42,42,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,29,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02083e98,42,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,29,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020a5fc2,35,70,0,0,35,0,0,0,35,0,1,2,0,0,1,0,0,0,1,0,3,6,0,0,3,0,0,0,3,0,10,20,0,0,10,0,0,0,10,0,1,2,0,0,1,0,0,0,1,0
0x020a5fc4,35,70,0,35,0,0,0,0,35,0,1,2,0,1,0,0,0,0,1,0,3,6,0,3,0,0,0,0,3,0,10,20,0,10,0,0,0,0,10,0,1,2,0,1,0,0,0,0,1,0
0x020aaf72,12,24,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
0x02069478,57,64,-7,64,0,7,0,0,0,0,1,1,0,1,0,0,0,0,0,0,12,12,0,12,0,0,0,0,0,0,18,21,-3,21,0,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0
0x0206947a,57,57,57,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,0,18,18,18,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
0x02069486,57,57,57,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,0,18,18,18,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
0x02083f6e,50,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,32,32,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02083f70,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,32,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02083f78,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,32,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02057902,99,110,99,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,25,0,0,2,0,0,0,0,64,73,64,0,0,9,0,0,0,0,1,1,1,0,0,0,0,0,0,0
0x02057906,99,110,11,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,2,0,0,25,0,0,0,0,64,73,9,0,0,64,0,0,0,0,1,1,0,0,0,1,0,0,0,0
0x020909f6,120,120,120,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,45,45,45,0,0,0,0,0,0,0,51,51,51,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0
0x0206879e,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020687a2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020687a6,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02068922,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02068926,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0206892a,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x0206892e,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02083ebe,2,4,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0x02083ec0,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02096938,1600,1605,0,5,1600,0,0,0,0,0,25,25,0,0,25,0,0,0,0,0,288,290,0,2,288,0,0,0,0,0,772,774,0,2,772,0,0,0,0,0,7,7,0,0,7,0,0,0,0,0
0x0200fa88,357,357,0,357,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,51,51,0,51,0,0,0,0,0,0,105,105,0,105,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0
0x0200fa94,357,357,0,357,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,51,51,0,51,0,0,0,0,0,0,105,105,0,105,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0
0x0200fab0,357,357,0,357,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,51,51,0,51,0,0,0,0,0,0,105,105,0,105,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0
0x0200fac0,357,357,0,357,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,51,51,0,51,0,0,0,0,0,0,105,105,0,105,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0
0x0200fac4,357,357,-7,7,357,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,51,51,-1,1,51,0,0,0,0,0,105,105,-3,3,105,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0
0x0200facc,357,357,0,357,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,51,51,0,51,0,0,0,0,0,0,105,105,0,105,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0
0x0200fad0,357,357,-3,3,357,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,51,51,-1,1,51,0,0,0,0,0,105,105,-1,1,105,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0
0x0200fad4,357,357,0,357,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,51,51,0,51,0,0,0,0,0,0,105,105,0,105,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0
0x02083aa6,512,512,512,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,72,72,72,0,0,0,0,0,0,0,134,134,134,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0
0x02083ab2,512,512,512,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,72,72,72,0,0,0,0,0,0,0,134,134,134,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0
0x02083ab4,512,512,0,512,0,0,0,0,0,0,6,6,0,6,0,0,0,0,0,0,72,72,0,72,0,0,0,0,0,0,134,134,0,134,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0
0x02083b24,512,512,0,512,0,0,0,0,0,0,6,6,0,6,0,0,0,0,0,0,72,72,0,72,0,0,0,0,0,0,134,134,0,134,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0
0x02083b28,512,512,0,512,0,0,0,0,0,0,6,6,0,6,0,0,0,0,0,0,72,72,0,72,0,0,0,0,0,0,134,134,0,134,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0
0x0205474e,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,0,0,0,0,0,0,0,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x02054766,53,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17,0,0,0,0,0,0,0,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020889ca,49,49,49,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,19,19,19,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020889cc,49,49,0,49,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,19,19,0,19,0,0,0,0,0,0,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020889d0,49,49,0,49,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,19,19,0,19,0,0,0,0,0,0,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020889d2,49,49,49,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,19,19,19,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020889d4,49,49,0,49,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,19,19,0,19,0,0,0,0,0,0,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020889d6,49,49,49,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,19,19,19,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020889da,49,49,49,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,19,19,19,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020889de,49,49,49,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,19,19,19,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x020889e4,49,49,0,49,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,19,19,0,19,0,0,0,0,0,0,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
