site_pc,caller,callee,kind
0x0202c028,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202c094,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202c11c,ndsRendererPrepareNativeStageOwner,ndsRendererSyncTextureTile,call
0x0202c184,ndsRendererPrepareNativeStageOwner,ndsRendererCaptureTextureLoad.part.0,call
0x0202c198,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202c1bc,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202c1cc,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202c23c,ndsRendererPrepareNativeStageOwner,ndsRendererSyncTextureTile,call
0x0202c2a0,ndsRendererPrepareNativeStageOwner,ndsRendererCaptureTextureLoad.part.0,call
0x0202c2b4,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202c2d8,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202c2fc,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202c3b8,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202c3c8,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202c448,ndsRendererPrepareNativeStageOwner,ndsRendererSyncTextureTile,call
0x0202c4b0,ndsRendererPrepareNativeStageOwner,ndsRendererCaptureTextureLoad.part.0,call
0x0202c4c4,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202c4e8,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202c50c,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202c530,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202c588,ndsRendererPrepareNativeStageOwner,ndsRendererRecordOtherMode,call
0x0202c598,ndsRendererPrepareNativeStageOwner,ndsRendererRecordOtherMode,call
0x0202c5d0,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202c5e0,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202c628,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTileSize,call
0x0202c664,ndsRendererPrepareNativeStageOwner,ndsRendererRecordLoadBlock,call
0x0202c674,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202c698,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202c6bc,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202c6cc,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202c714,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTileSize,call
0x0202c74c,ndsRendererPrepareNativeStageOwner,ndsRendererRecordLoadBlock,call
0x0202c75c,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202c780,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202c7a4,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202c7c8,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202c7ec,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202c800,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTileSize,call
0x0202c810,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202c884,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202c894,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202c8dc,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTileSize,call
0x0202c914,ndsRendererPrepareNativeStageOwner,ndsRendererRecordLoadBlock,call
0x0202c924,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202c998,ndsRendererPrepareNativeStageOwner,ndsRendererRecordLoadBlock,call
0x0202c9a8,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202ca1c,ndsRendererPrepareNativeStageOwner,ndsRendererRecordLoadBlock,call
0x0202ca2c,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202caa0,ndsRendererPrepareNativeStageOwner,ndsRendererRecordLoadBlock,call
0x0202cab0,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202cb20,ndsRendererPrepareNativeStageOwner,ndsRendererRecordLoadBlock,call
0x0202cb30,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202cba4,ndsRendererPrepareNativeStageOwner,ndsRendererRecordLoadBlock,call
0x0202cbb4,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202cbdc,ndsRendererPrepareNativeStageOwner,ndsRendererRecordOtherMode,call
0x0202cbec,ndsRendererPrepareNativeStageOwner,ndsRendererRecordOtherMode,call
0x0202cc50,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202cc60,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202cca8,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTileSize,call
0x0202cce4,ndsRendererPrepareNativeStageOwner,ndsRendererRecordLoadBlock,call
0x0202ccf4,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202cd1c,ndsRendererPrepareNativeStageOwner,ndsRendererRecordOtherMode,call
0x0202cd2c,ndsRendererPrepareNativeStageOwner,ndsRendererRecordOtherMode,call
0x0202cd38,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202cd48,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202cd90,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTileSize,call
0x0202cdc8,ndsRendererPrepareNativeStageOwner,ndsRendererRecordLoadBlock,call
0x0202cdd8,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202cdfc,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202cef0,ndsRendererPrepareNativeStageOwner,ndsRendererBuildShiftedRawHardwareMatrix,call
0x0202cf0c,ndsRendererPrepareNativeStageOwner,memset,call
0x0202cfb4,ndsRendererPrepareNativeStageOwner,memcpy,call
0x0202d0fc,ndsRendererPrepareNativeStageOwner,ndsRendererRecordOtherMode,call
0x0202d10c,ndsRendererPrepareNativeStageOwner,ndsRendererRecordOtherMode,call
0x0202d120,ndsRendererPrepareNativeStageOwner,ndsRendererRecordOtherMode,call
0x0202d148,ndsRendererPrepareNativeStageOwner,memcpy,call
0x0202d1a4,ndsRendererPrepareNativeStageOwner,memcmp,call
0x0202d220,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePreparedTextureValid,call
0x0202d47c,ndsRendererPrepareNativeStageOwner,memcmp,call
0x0202e1c8,ndsRendererResetNativeStageValidationCache,memset,call
0x0202e1d8,ndsRendererResetNativeStageValidationCache,memset,call
0x0202e278,ndsRendererCommitNativeStageSegment,ndsRendererNativeStagePreparedTexturesProven,call
0x0202e2c8,ndsRendererCommitNativeStageSegment,ndsRendererNativeStageTask36BeginSegment,call
0x0202e37c,ndsRendererCommitNativeStageSegment,ndsRendererTask36ReplayRun,call
0x0202e540,ndsRendererCommitNativeStageSegment,ndsRendererNativeStageBeginRun.part.0,call
0x0202e848,ndsRendererCommitNativeStageSegment,ndsRendererTask36ReplayRecord,call
0x0202e864,ndsRendererCommitNativeStageSegment,ndsEffectPacketRecord,call
0x0202e8b4,ndsRendererCommitNativeStageSegment,ndsEffectPacketRecord,call
0x0202e8c8,ndsRendererCommitNativeStageSegment,ndsRendererTask36ReplayRecord,call
0x0202e8dc,ndsRendererCommitNativeStageSegment,ndsEffectPacketRecord,call
0x0202e8f0,ndsRendererCommitNativeStageSegment,ndsRendererTask36ReplayRecord,call
0x0202e960,ndsRendererCommitNativeStageSegment,ndsRendererHardwareEndBatch.part.0,call
0x0202e9b0,ndsRendererCommitNativeStageSegment,ndsRendererNativeStageEmitNoZTriangle,call
0x0202e9f4,ndsRendererCommitNativeStageSegment,memset,call
0x0202ea90,ndsRendererCommitNativeStageSegment,ndsRendererNativeStageTask36EndSegment.part.0,call
0x0202eb14,ndsRendererCommitNativeStageSegment,ndsRendererNativeStageTask36EndSegment.part.0,call
0x0202ec4c,ndsRendererFinishNativeStageOwner,ndsRendererTask36ReplayFinishFrame.part.0,call
0x0202ec6c,ndsRendererFinishNativeStageOwner,ndsRendererNativeStageTask36EndSegment.part.0,call
0x0202ecc4,ndsRendererFinishNativeStageOwner,ndsRendererHardwareEndBatch.part.0,call
0x0202ee9c,ndsRendererEndNativeFighterOwner,ndsRendererHardwareEndBatch.part.0,call
0x0202eea4,ndsRendererEndNativeFighterOwner,ndsRendererHardwareEndBatch.part.0,call
0x0202eee4,ndsRendererAbortNativeFighterOwner,ndsRendererHardwareEndBatch.part.0,call
0x0202efd4,ndsRendererValidateNativeFighterOwner,ndsRendererValidateNativeStateSpan.part.0,call
0x0202f034,ndsRendererValidateNativeFighterOwner,ndsRendererValidateNativeStateSpan.part.0,call
0x0202f05c,ndsRendererValidateNativeFighterOwner,ndsRendererValidateNativeStateSpan.part.0,call
0x0202f490,ndsRendererExecuteNativeFighterRoot,ndsRendererExecuteNativeFighterRootHardware,tail
0x0202f4b0,ndsRendererInitStats,memset,call
0x0202f520,ndsRendererInitVertexCache,memset,call
0x0202f534,ndsRendererInitVertexCache,__memset_from_arm,tail
0x0202f580,ndsRendererScanDisplayList,ndsRendererInitTraversalState,call
0x0202f5a0,ndsRendererScanDisplayList,ndsRendererScanList,call
0x0202f618,ndsRendererScanDisplayList,ndsRendererHardwareEndBatch.part.0,call
0x0202f644,ndsRendererHardwareResetSourceCaches,memset,call
0x0202f65c,ndsRendererHardwareResetSourceCaches,memset,call
0x0202f674,ndsRendererHardwareResetSourceCaches,memset,call
0x0202fb20,ndsRendererHardwareConsumeSubmittedFrame,glBindTexture,call
0x0202fb28,ndsRendererHardwareConsumeSubmittedFrame,glGetTexParameter,call
0x0202ff3c,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x0202ff6c,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x0202ff90,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x0202ffb4,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x0202ffc8,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x0202ffdc,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x0202fffc,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x02030010,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x02030030,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x02030048,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x0203005c,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererHardwareEndBatch.part.0,call
0x020300d0,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x020300e4,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x020300f8,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x0203010c,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x02030120,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x02030138,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x02030154,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x02030170,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x0203018c,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x020301a4,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x020301b8,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x020301cc,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x020301e0,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x020301f4,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x02030208,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x0203021c,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x02030230,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x02030244,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x02030258,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x0203026c,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x02030280,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x02030294,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x020302a8,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x020302bc,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x020302d0,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x020302e4,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x020302f8,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x0203030c,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x02030340,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x02030354,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x0203038c,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererHardwareEndBatch.part.0,call
0x02030480,ndsRendererHardwareConsumeSubmittedFrame,memset,call
0x020306b0,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x020306c4,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x020306d8,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x020306f8,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x02030708,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x02030728,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x02030738,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x02030758,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererTask36ReplayRecord,call
0x02030768,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x02030874,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x02030894,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x020308b4,ndsRendererHardwareConsumeSubmittedFrame,ndsEffectPacketRecord,call
0x020308e0,ndsRendererHardwareConsumeSubmittedFrame,ndsRendererHardwareEndBatch.part.0,call
0x0203095c,ndsRendererExecuteDisplayListWithVertexCache,ndsRendererInitTraversalState,call
0x020309c4,ndsRendererExecuteDisplayListWithVertexCache,ndsRendererScanList,call
0x02030a5c,ndsRendererExecuteDisplayListWithVertexCache,ndsRendererInitTraversalState,call
0x02030a78,ndsRendererExecuteDisplayListWithVertexCache,ndsRendererScanList,call
0x02030a8c,ndsRendererExecuteDisplayListWithVertexCache,ndsRendererHardwareEndBatch.part.0,call
0x02030ab0,ndsRendererExecuteDisplayList,ndsRendererExecuteDisplayListWithVertexCache,call
0x02030c90,portProbeInit,syUtilsSetRandomSeedPtr,call
0x02030cc2,portProbeUpdate,__aeabi_i2f,call
0x02030cc8,portProbeUpdate,__mulsf3,call
0x02030cd4,portProbeUpdate,__aeabi_i2f,call
0x02030cda,portProbeUpdate,__mulsf3,call
0x02030cea,portProbeUpdate,syVectorAddScaled3D,call
0x02030cfe,portProbeUpdate,__aeabi_fcmplt,call
0x02030d10,portProbeUpdate,__aeabi_fcmplt,call
0x02030d1e,portProbeUpdate,__aeabi_fcmpgt,call
0x02030d46,portProbeUpdate,__aeabi_fcmpgt,call
0x02030d6e,osGetTime,cpuGetTiming,call
0x02030d7a,__sinf,sinf,call
0x02030d82,__cosf,cosf,call
0x02030da4,portCoroutineCreate,calloc,call
0x02030dbc,portCoroutineCreate,malloc,call
0x02030de0,portCoroutineCreate,free,call
0x02030e16,portCoroutineCreateStatic,memset,call
0x02030e5a,portCoroutineDestroy,free,call
0x02030e60,portCoroutineDestroy,free,call
0x02030e6a,portCoroutineDestroy,memset,call
0x02030e92,portCoroutineResume,ndsCoroutineSwap,call
0x02030eb4,portCoroutineYield,ndsCoroutineSwap,call
0x02030ece,portCoroutineTrampolineC,portCoroutineYield,call
0x02030f1e,ndsOsGObjThreadBlockBytes,portCoroutineStaticOverhead,call
0x02030f3e,osCreateThread,memset,call
0x02030f9e,osCreateThread,portCoroutineStaticOverhead,call
0x02030fb6,osCreateThread,portCoroutineCreateStatic,call
0x02031008,osStartThread,portCoroutineIsFinished,call
0x02031020,osStartThread,portCoroutineCreate,call
0x02031038,osStartThread,portCoroutineIsFinished,call
0x02031046,osStartThread,portCoroutineResume,call
0x0203104c,osStartThread,portCoroutineIsFinished,call
0x02031088,osStopThread,portCoroutineCurrent,call
0x020310c0,osStopThread,portCoroutineYield,call
0x020310e0,osDestroyThread,portCoroutineCurrent,call
0x02031110,osDestroyThread,portCoroutineDestroy,call
0x0203113e,osDestroyThread,portCoroutineCurrent,call
0x0203116c,osDestroyThread,portCoroutineYield,call
0x0203118a,osSetThreadPri,portCoroutineCurrent,call
0x020311b8,osSetThreadPri,portCoroutineYield,call
0x020311c2,osSetThreadPri,portCoroutineCurrent,call
0x0203122a,osSendMesg,portCoroutineInCoroutine,call
0x02031232,osSendMesg,portCoroutineCurrent,call
0x02031256,osSendMesg,portCoroutineYield,call
0x0203126c,osSendMesg,__aeabi_idivmod,call
0x02031282,osSendMesg,portCoroutineYield,call
0x020312be,osJamMesg,portCoroutineInCoroutine,call
0x020312c6,osJamMesg,portCoroutineCurrent,call
0x020312ea,osJamMesg,portCoroutineYield,call
0x02031304,osJamMesg,__aeabi_idivmod,call
0x0203131a,osJamMesg,portCoroutineYield,call
0x02031356,osRecvMesg,portCoroutineInCoroutine,call
0x0203135e,osRecvMesg,portCoroutineCurrent,call
0x02031382,osRecvMesg,portCoroutineYield,call
0x020313a4,osRecvMesg,__aeabi_idivmod,call
0x020313b6,osRecvMesg,portCoroutineYield,call
0x020313fa,ndsOsRunThreads,portCoroutineIsFinished,call
0x02031412,ndsOsRunThreads,portCoroutineResume,call
0x02031418,ndsOsRunThreads,portCoroutineIsFinished,call
0x02031446,ndsOsTestConsumer,osRecvMesg,call
0x0203145c,ndsOsTestConsumer,osSendMesg,call
0x0203146a,ndsOsSelfTest,ndsControllerBackendSelfTest,call
0x02031488,ndsOsSelfTest,syMallocInit,call
0x02031492,ndsOsSelfTest,syMallocSet,call
0x020314a8,ndsOsSelfTest,syMallocReset,call
0x020314bc,ndsOsSelfTest,osCreateMesgQueue,call
0x020314c6,ndsOsSelfTest,osRecvMesg,call
0x020314d6,ndsOsSelfTest,osSendMesg,call
0x020314e4,ndsOsSelfTest,osSendMesg,call
0x020314f2,ndsOsSelfTest,osJamMesg,call
0x02031500,ndsOsSelfTest,osSendMesg,call
0x02031510,ndsOsSelfTest,osRecvMesg,call
0x02031526,ndsOsSelfTest,osRecvMesg,call
0x0203153a,ndsOsSelfTest,osRecvMesg,call
0x02031552,ndsOsSelfTest,osCreateMesgQueue,call
0x0203155c,ndsOsSelfTest,osCreateMesgQueue,call
0x0203156e,ndsOsSelfTest,osCreateThread,call
0x02031574,ndsOsSelfTest,osStartThread,call
0x0203158c,ndsOsSelfTest,osSendMesg,call
0x02031596,ndsOsSelfTest,ndsOsRunThreads,call
0x020315a0,ndsOsSelfTest,osRecvMesg,call
0x020315bc,ndsOsSelfTest,osDestroyThread,call
0x0203160a,syAudioThreadMain,osCreateMesgQueue,call
0x0203161e,syAudioThreadMain,osSendMesg,call
0x02031628,syAudioThreadMain,osRecvMesg,call
0x02031650,osCreatePiManager,osCreateMesgQueue,call
0x0203166a,syDmaReadRom,memset,call
0x020316aa,syMainThread1Idle,syDebugStartRmonThread8,call
0x020316be,syMainThread1Idle,osCreateThread,call
0x020316da,syMainThread1Idle,osSetThreadPri,call
0x020316e2,syMainThread1Idle,osStartThread,call
0x02031706,syMainThread5,osCreateViManager,call
0x0203170a,syMainThread5,osCartRomInit,call
0x02031714,syMainThread5,syDmaSramPiInit,call
0x02031720,syMainThread5,osCreatePiManager,call
0x02031724,syMainThread5,syDmaCreateMesgQueue,call
0x02031730,syMainThread5,syDmaReadRom,call
0x02031736,syMainThread5,ndsN64IoRead,call
0x0203174a,syMainThread5,ndsN64IoRead,call
0x02031760,syMainThread5,osCreateMesgQueue,call
0x02031776,syMainThread5,osCreateThread,call
0x02031786,syMainThread5,osStartThread,call
0x02031790,syMainThread5,osRecvMesg,call
0x020317a8,syMainThread5,osCreateThread,call
0x020317b8,syMainThread5,osStartThread,call
0x020317c2,syMainThread5,osRecvMesg,call
0x020317da,syMainThread5,osCreateThread,call
0x020317ea,syMainThread5,osStartThread,call
0x020317f4,syMainThread5,osRecvMesg,call
0x020317f8,syMainThread5,func_80006B80,call
0x020317fe,syMainThread5,syDmaLoadOverlay,call
0x02031804,syMainThread5,scManagerRunLoop,call
0x02031882,syMainLoop,__osSetWatchLo,call
0x02031886,syMainLoop,osInitialize,call
0x0203189e,syMainLoop,osCreateThread,call
0x020318aa,syMainLoop,osStartThread,call
0x02031944,ndsOsPostVBlank,osSendMesg,call
0x020319a6,osSpTaskStartGo,osSendMesg,call
0x020319c6,osDpSetNextBuffer,osSendMesg,call
0x020319d6,osGetCount,cpuGetTiming,call
0x020319e8,osInvalDCache,armDCacheInvalidate,call
0x020319fc,osWritebackDCache,armDCacheFlush,call
0x02031a06,osWritebackDCacheAll,armDCacheFlushAll,call
0x02031a0e,osInvalICache,armICacheInvalidateAll,call
0x02031a5e,ndsControllerRefreshStatusForPlayback,memset,call
0x02031a96,ndsControllerLiveButtons,keysHeld,call
0x02031a9a,ndsControllerLiveButtons,ndsControllerMapButtons,call
