site_pc,caller,callee,kind
0x02023894,ndsRendererSubmitWhispyNativeQuad,__divsi3,call
0x020238c0,ndsRendererSubmitWhispyNativeQuad,__divsi3,call
0x020238ec,ndsRendererSubmitWhispyNativeQuad,__divsi3,call
0x0202393c,ndsRendererSubmitWhispyNativeQuad,ndsRendererPrepareWhispyQuadState,call
0x020240a4,ndsRendererSubmitWhispyNativeQuad,__divsi3,call
0x020240d8,ndsRendererSubmitWhispyNativeQuad,ndsRendererAppendWhispyPacketScale,call
0x02024890,ndsRendererSubmitWhispyNativeQuad,ndsRendererPrepareWhispyQuadState,call
0x020248c4,ndsRendererSubmitWhispyNativeQuad,ndsRendererPrepareWhispyQuadState,call
0x020248e0,ndsRendererSubmitWhispyNativeQuad,ndsRendererFlushWhispyNativePacket,call
0x020249e4,ndsRendererSubmitWhispyNativeQuad,ndsEffectPacketRecord,call
0x020249f8,ndsRendererSubmitWhispyNativeQuad,ndsRendererTask36ReplayRecord,call
0x02024a0c,ndsRendererSubmitWhispyNativeQuad,ndsEffectPacketRecord,call
0x02024a20,ndsRendererSubmitWhispyNativeQuad,ndsRendererTask36ReplayRecord,call
0x02024a34,ndsRendererSubmitWhispyNativeQuad,ndsEffectPacketRecord,call
0x02024a48,ndsRendererSubmitWhispyNativeQuad,ndsRendererTask36ReplayRecord,call
0x02024a5c,ndsRendererSubmitWhispyNativeQuad,ndsEffectPacketRecord,call
0x02024a70,ndsRendererSubmitWhispyNativeQuad,ndsRendererTask36ReplayRecord,call
0x02024a84,ndsRendererSubmitWhispyNativeQuad,ndsEffectPacketRecord,call
0x02024a98,ndsRendererSubmitWhispyNativeQuad,ndsRendererTask36ReplayRecord,call
0x02024aac,ndsRendererSubmitWhispyNativeQuad,ndsEffectPacketRecord,call
0x02024ac0,ndsRendererSubmitWhispyNativeQuad,ndsRendererTask36ReplayRecord,call
0x02024ad4,ndsRendererSubmitWhispyNativeQuad,ndsEffectPacketRecord,call
0x02024ae8,ndsRendererSubmitWhispyNativeQuad,ndsRendererTask36ReplayRecord,call
0x02024afc,ndsRendererSubmitWhispyNativeQuad,ndsEffectPacketRecord,call
0x02024b10,ndsRendererSubmitWhispyNativeQuad,ndsRendererTask36ReplayRecord,call
0x02024b24,ndsRendererSubmitWhispyNativeQuad,ndsEffectPacketRecord,call
0x02024b38,ndsRendererSubmitWhispyNativeQuad,ndsRendererTask36ReplayRecord,call
0x02024be4,ndsRendererSubmitWhispyNativeQuad,ndsEffectPacketRecord,call
0x02024bf8,ndsRendererSubmitWhispyNativeQuad,ndsRendererTask36ReplayRecord,call
0x02024d9c,ndsRendererSubmitWhispyNativeQuad,ndsEffectPacketRecord,call
0x02024dac,ndsRendererSubmitWhispyNativeQuad,ndsRendererTask36ReplayRecord,call
0x02024fe4,ndsRendererSubmitWhispyNativeQuad,ndsRendererFlushWhispyNativePacket,call
0x020250c0,ndsRendererSubmitWhispyNativeQuad,ndsRendererFlushWhispyNativePacket,call
0x020251c8,ndsRendererSubmitWhispyNativeQuad,ndsRendererFlushWhispyNativePacket,call
0x02025364,ndsRendererEndParticleQuads,ndsRendererFinishWhispyNativePacket,call
0x0202540c,ndsRendererEndParticleQuads,ndsEffectPacketRecord,call
0x02025418,ndsRendererEndParticleQuads,ndsRendererHardwareEndBatch.part.0,call
0x02025434,ndsRendererEndParticleQuads,ndsRendererTask36ReplayRecord,call
0x02025700,ndsRendererSubmitFoxBlasterQuad,ndsRendererFlushWhispyNativePacket,call
0x02025704,ndsRendererSubmitFoxBlasterQuad,ndsRendererEndParticleQuads,call
0x02025bf0,ndsRendererSubmitFoxBlasterQuad,ndsRendererTask29GXRecord,call
0x02025c38,ndsRendererSubmitFoxBlasterQuad,ndsRendererTask29GXRecord,call
0x02025c3c,ndsRendererSubmitFoxBlasterQuad,ndsRendererHardwareBindNoTexture.constprop.0,call
0x02025d54,ndsRendererSubmitFoxBlasterQuad,ndsRendererTask29GXRecord,call
0x02025d70,ndsRendererSubmitFoxBlasterQuad,ndsRendererTask29GXRecord,call
0x02025d80,ndsRendererSubmitFoxBlasterQuad,ndsRendererTask29GlVertex3v16,call
0x02025d90,ndsRendererSubmitFoxBlasterQuad,ndsRendererTask29GlVertex3v16,call
0x02025da4,ndsRendererSubmitFoxBlasterQuad,ndsRendererTask29GlVertex3v16,call
0x02025db4,ndsRendererSubmitFoxBlasterQuad,ndsRendererTask29GlVertex3v16,call
0x02025dc4,ndsRendererSubmitFoxBlasterQuad,ndsRendererTask29GlVertex3v16,call
0x02025dd4,ndsRendererSubmitFoxBlasterQuad,ndsRendererTask29GlVertex3v16,call
0x02025e00,ndsRendererSubmitFoxBlasterQuad,ndsRendererTask29GXRecord,call
0x02025fb4,ndsRendererSubmitFoxBlasterQuad,ndsRendererHardwareEndBatch.part.0,call
0x02025fd4,ndsRendererSubmitFoxBlasterQuad,ndsRendererHardwareEndBatch.part.0,call
0x02025ff0,ndsRendererSubmitFoxBlasterQuad,ndsEffectPacketRecord,call
0x02026008,ndsRendererSubmitFoxBlasterQuad,ndsRendererTask36ReplayRecord,call
0x02026020,ndsRendererSubmitFoxBlasterQuad,ndsEffectPacketRecord,call
0x02026034,ndsRendererSubmitFoxBlasterQuad,ndsRendererTask36ReplayRecord,call
0x02026048,ndsRendererSubmitFoxBlasterQuad,ndsEffectPacketRecord,call
0x0202605c,ndsRendererSubmitFoxBlasterQuad,ndsRendererTask36ReplayRecord,call
0x02026070,ndsRendererSubmitFoxBlasterQuad,ndsEffectPacketRecord,call
0x02026084,ndsRendererSubmitFoxBlasterQuad,ndsRendererTask36ReplayRecord,call
0x02026098,ndsRendererSubmitFoxBlasterQuad,ndsEffectPacketRecord,call
0x020260ac,ndsRendererSubmitFoxBlasterQuad,ndsRendererTask36ReplayRecord,call
0x02026204,ndsRendererSubmitFoxGun,ndsFoxGunVertices,call
0x02026210,ndsRendererSubmitFoxGun,ndsFoxGunTriangles,call
0x0202626c,ndsRendererSubmitFoxGun,ndsRendererLoadHardwareRawComposedMatrix,call
0x020262b4,ndsRendererSubmitFoxGun,ndsRendererHardwareBindTextureName,call
0x020264c0,ndsRendererSubmitFoxGun,ndsFoxGunTexels,call
0x020264cc,ndsRendererSubmitFoxGun,ndsFoxGunPalette,call
0x02026530,ndsRendererSubmitFoxGun,ndsRendererHardwareAllocTexture,call
0x02026598,ndsRendererSubmitFoxGun,glGenTextures,call
0x020265ac,ndsRendererSubmitFoxGun,ndsRendererHardwareBindTextureName,call
0x02026630,ndsRendererSubmitFoxGun,glTexImage2D,call
0x02026658,ndsRendererSubmitFoxGun,glColorTableEXT,call
0x02026668,ndsRendererSubmitFoxGun,glGetColorTableParameterEXT,call
0x02026688,ndsRendererSubmitFoxGun,ndsRendererHardwareTextureLookupRemove.part.0,call
0x02026694,ndsRendererSubmitFoxGun,ndsRendererHardwareEntryClearKey,call
0x020266a8,ndsRendererSubmitFoxGun,glGetTexParameter,call
0x02026710,ndsRendererSubmitFoxGun,ndsRendererTask36ReplayRecord,call
0x0202672c,ndsRendererSubmitFoxGun,ndsEffectPacketRecord,call
0x02026740,ndsRendererSubmitFoxGun,ndsRendererTask36ReplayRecord,call
0x0202675c,ndsRendererSubmitFoxGun,ndsEffectPacketRecord,call
0x02026764,ndsRendererSubmitFoxGun,ndsRendererHardwareEndBatch.part.0,call
0x02026778,ndsRendererSubmitFoxGun,ndsEffectPacketRecord,call
0x0202678c,ndsRendererSubmitFoxGun,ndsRendererTask36ReplayRecord,call
0x02026794,ndsRendererSubmitFoxGun,ndsRendererHardwareEndBatch.part.0,call
0x020267ac,ndsRendererSubmitFoxGun,ndsEffectPacketRecord,call
0x020267c0,ndsRendererSubmitFoxGun,ndsRendererTask36ReplayRecord,call
0x020267d4,ndsRendererSubmitFoxGun,ndsEffectPacketRecord,call
0x020267e8,ndsRendererSubmitFoxGun,ndsRendererTask36ReplayRecord,call
0x020267fc,ndsRendererSubmitFoxGun,ndsEffectPacketRecord,call
0x02026810,ndsRendererSubmitFoxGun,ndsRendererTask36ReplayRecord,call
0x02026828,ndsRendererSubmitFoxGun,ndsRendererHardwareReleaseTexture.part.0,call
0x020268d4,ndsRendererHardwareArmBattleStaticTextures,memset,call
0x02026948,ndsRendererHardwareDiscardBattleStaticTextures,ndsRendererHardwareDiscardTextureCache,call
0x02026ab8,ndsRendererSubmitNativeImpactWave,ndsRendererInitTraversalState,call
0x02026b04,ndsRendererSubmitNativeImpactWave,memcpy,call
0x02026b40,ndsRendererSubmitNativeImpactWave,ndsRendererTransformVertex20p12.part.0.isra.0,call
0x02026eb0,ndsRendererSubmitNativeImpactWave,ndsRendererRecordOtherMode,call
0x02026f10,ndsRendererSubmitNativeImpactWave,ndsRendererRecordOtherMode,call
0x0202705c,ndsRendererSubmitNativeImpactWave,ndsRendererRecordSetTile,call
0x020270d0,ndsRendererSubmitNativeImpactWave,ndsRendererRecordSetTile,call
0x02027138,ndsRendererSubmitNativeImpactWave,ndsRendererRecordSetTileSize,call
0x0202732c,ndsRendererSubmitNativeImpactWave,ndsRendererNativeApplyMaterial.part.0,call
0x020273c0,ndsRendererSubmitNativeImpactWave,ndsRendererRecordLoadBlock,call
0x020274f0,ndsRendererSubmitNativeImpactWave,ndsRendererHardwareLitShadeColorPrepared,call
0x02027520,ndsRendererSubmitNativeImpactWave,ndsRendererHardwareColorSource,call
0x02027534,ndsRendererSubmitNativeImpactWave,ndsRendererHardwareUseMaterialColor,call
0x02027548,ndsRendererSubmitNativeImpactWave,ndsRendererHardwareUseVertexColor,call
0x02027564,ndsRendererSubmitNativeImpactWave,ndsRendererHardwareAlpha,call
0x0202757c,ndsRendererSubmitNativeImpactWave,ndsRendererHardwareAlphaUsesVertex,call
0x0202759c,ndsRendererSubmitNativeImpactWave,ndsRendererHardwarePolyFmt,call
0x020275e0,ndsRendererSubmitNativeImpactWave,ndsRendererHardwareUseTexture,call
0x02027628,ndsRendererSubmitNativeImpactWave,ndsRendererHardwareTextureImplicitStateOn,call
0x0202764c,ndsRendererSubmitNativeImpactWave,ndsRendererHardwareTextureParams,call
0x02027664,ndsRendererSubmitNativeImpactWave,ndsRendererHardwareBindTextureName,call
0x02027668,ndsRendererSubmitNativeImpactWave,glGetTexParameter,call
0x02027678,ndsRendererSubmitNativeImpactWave,ndsRendererHardwareApplyTextureParams,call
0x0202779c,ndsRendererSubmitNativeImpactWave,ndsRendererFastPrepareRawSlots,call
0x020277ec,ndsRendererSubmitNativeImpactWave,ndsRendererTextureSourceHashCommand,call
0x0202787c,ndsRendererSubmitNativeImpactWave,ndsRendererTextureSourceHashCommand,call
0x02027898,ndsRendererSubmitNativeImpactWave,ndsRendererRecordOtherMode,call
0x020278c8,ndsRendererSubmitNativeImpactWave,ndsRendererTextureSourceHashCommand,call
0x020278e4,ndsRendererSubmitNativeImpactWave,ndsRendererRecordOtherMode,call
0x02027914,ndsRendererSubmitNativeImpactWave,ndsRendererTextureSourceHashCommand,call
0x02027930,ndsRendererSubmitNativeImpactWave,ndsRendererRecordOtherMode,call
0x02027a5c,ndsRendererSubmitNativeImpactWave,ndsRendererNativeApplyMaterial.part.0,call
0x02027a8c,ndsRendererSubmitNativeImpactWave,ndsRendererRecordLoadBlock,call
0x02027ab4,ndsRendererSubmitNativeImpactWave,ndsRendererRecordOtherMode,call
0x02027ae4,ndsRendererSubmitNativeImpactWave,ndsRendererRecordOtherMode,call
0x02027b80,ndsRendererSubmitNativeImpactWave,ndsRendererRecordSetTile,call
0x02027bb0,ndsRendererSubmitNativeImpactWave,ndsRendererRecordSetTile,call
0x02027be0,ndsRendererSubmitNativeImpactWave,ndsRendererRecordSetTileSize,call
0x02027c70,ndsRendererSubmitNativeImpactWave,ndsRendererHardwareEndBatch.part.0,call
0x02027cc4,ndsRendererSubmitNativeImpactWave,ndsRendererHardwareEndBatch.part.0,call
0x02027cd4,ndsRendererSubmitNativeImpactWave,ndsRendererLoadHardwareMatrices,call
0x02027d08,ndsRendererSubmitNativeImpactWave,ndsRendererHardwareBeginTriangleBatch,call
0x02027fa8,ndsRendererSubmitNativeImpactWave,ndsEffectPacketRecord,call
0x02027fbc,ndsRendererSubmitNativeImpactWave,ndsRendererTask36ReplayRecord,call
0x02027fd4,ndsRendererSubmitNativeImpactWave,ndsRendererTask36ReplayRecord,call
0x02027ff0,ndsRendererSubmitNativeImpactWave,ndsEffectPacketRecord,call
0x0202800c,ndsRendererSubmitNativeImpactWave,ndsEffectPacketRecord,call
0x02028028,ndsRendererSubmitNativeImpactWave,ndsRendererTask36ReplayRecord,call
0x02028144,ndsRendererSubmitNativeRebirthHalo,ndsRendererInitTraversalState,call
0x020281b8,ndsRendererSubmitNativeRebirthHalo,ndsRendererTransformVertex20p12.part.0.isra.0,call
0x02028244,ndsRendererSubmitNativeRebirthHalo,ndsRendererLoadHardwareSplitMatrices,call
0x020282c0,ndsRendererSubmitNativeRebirthHalo,memcpy,call
0x020283cc,ndsRendererSubmitNativeRebirthHalo,ndsRendererRecordSetTile,call
0x02028410,ndsRendererSubmitNativeRebirthHalo,ndsRendererSyncTextureTile,call
0x02028460,ndsRendererSubmitNativeRebirthHalo,ndsRendererSyncTextureTile,call
0x0202847c,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwareColorSource,call
0x02028488,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwareUseMaterialColor,call
0x02028494,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwareUseVertexColor,call
0x020284ac,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwareAlpha,call
0x020284b8,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwareAlphaUsesVertex,call
0x020284d0,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwarePolyFmt,call
0x02028518,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwareTextureImplicitStateOn,call
0x02028530,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwareTextureParams,call
0x02028540,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwareBindTextureName,call
0x02028544,ndsRendererSubmitNativeRebirthHalo,glGetTexParameter,call
0x02028554,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwareApplyTextureParams,call
0x02028664,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwarePrepareLitDirection,call
0x02028738,ndsRendererSubmitNativeRebirthHalo,ndsRendererRebirthHaloMaterialColor15,call
0x02028750,ndsRendererSubmitNativeRebirthHalo,ndsRendererRebirthHaloMaterialColor15,call
0x02028860,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwareBeginTriangleBatch,call
0x02028978,ndsRendererSubmitNativeRebirthHalo,ndsRendererRebirthHaloPacketCommand,call
0x02028a18,ndsRendererSubmitNativeRebirthHalo,ndsRendererRebirthHaloPacketCommand,call
0x02028a48,ndsRendererSubmitNativeRebirthHalo,ndsRendererRebirthHaloPacketCommand,call
0x02028ae0,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwareLitShadeColorPrepared,call
0x02028b00,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwarePackedValidVertexColor,call
0x02028b24,ndsRendererSubmitNativeRebirthHalo,ndsRendererRebirthHaloPacketCommand,call
0x02028eb8,ndsRendererSubmitNativeRebirthHalo,ndsRendererRecordSetTile,call
0x02028ef8,ndsRendererSubmitNativeRebirthHalo,ndsRendererSyncTextureTile,call
0x02028f48,ndsRendererSubmitNativeRebirthHalo,ndsRendererSyncTextureTile,call
0x020290d4,ndsRendererSubmitNativeRebirthHalo,ndsRendererRecordSetTile,call
0x02029118,ndsRendererSubmitNativeRebirthHalo,ndsRendererSyncTextureTile,call
0x02029160,ndsRendererSubmitNativeRebirthHalo,ndsRendererSyncTextureTile,call
0x0202922c,ndsRendererSubmitNativeRebirthHalo,ndsRendererRecordSetTile,call
0x02029270,ndsRendererSubmitNativeRebirthHalo,ndsRendererSyncTextureTile,call
0x020292c4,ndsRendererSubmitNativeRebirthHalo,ndsRendererSyncTextureTile,call
0x02029388,ndsRendererSubmitNativeRebirthHalo,ndsRendererRecordSetTile,call
0x020293cc,ndsRendererSubmitNativeRebirthHalo,ndsRendererSyncTextureTile,call
0x0202941c,ndsRendererSubmitNativeRebirthHalo,ndsRendererSyncTextureTile,call
0x02029444,ndsRendererSubmitNativeRebirthHalo,ndsEffectPacketRecord,call
0x02029458,ndsRendererSubmitNativeRebirthHalo,ndsRendererTask36ReplayRecord,call
0x020294f4,ndsRendererSubmitNativeRebirthHalo,ndsEffectPacketRecord,call
0x02029550,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwareLitShadeColorPrepared,call
0x02029570,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwarePackedValidVertexColor,call
0x020295a0,ndsRendererSubmitNativeRebirthHalo,ndsEffectPacketRecord,call
0x020295b4,ndsRendererSubmitNativeRebirthHalo,ndsRendererTask36ReplayRecord,call
0x020295c8,ndsRendererSubmitNativeRebirthHalo,ndsRendererTask36ReplayRecord,call
0x020296a4,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwareLitShadeColorPrepared,call
0x020296bc,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwarePackedValidVertexColor,call
0x02029700,ndsRendererSubmitNativeRebirthHalo,armDCacheFlush,call
0x020297a8,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwareEndBatch.part.0,call
0x020297d4,ndsRendererSubmitNativeRebirthHalo,ndsEffectPacketRecord,call
0x020297e8,ndsRendererSubmitNativeRebirthHalo,ndsRendererTask36ReplayRecord,call
0x020297fc,ndsRendererSubmitNativeRebirthHalo,ndsEffectPacketRecord,call
0x0202980c,ndsRendererSubmitNativeRebirthHalo,ndsRendererTask36ReplayRecord,call
0x02029820,ndsRendererSubmitNativeRebirthHalo,ndsEffectPacketRecord,call
0x02029834,ndsRendererSubmitNativeRebirthHalo,ndsRendererTask36ReplayRecord,call
0x02029848,ndsRendererSubmitNativeRebirthHalo,ndsEffectPacketRecord,call
0x0202985c,ndsRendererSubmitNativeRebirthHalo,ndsRendererTask36ReplayRecord,call
0x02029880,ndsRendererSubmitNativeRebirthHalo,ndsRendererHardwareEndBatch.part.0,call
0x020298c0,ndsRendererSubmitNativeRebirthHalo,ndsRendererRebirthHaloPacketFlush,call
0x020298e4,ndsRendererSubmitNativeRebirthHalo,armDCacheFlush,call
0x020299fc,ndsRendererSubmitNativeRebirthHalo,ndsRendererRebirthHaloPacketFlush,call
0x02029ac4,ndsRendererSubmitNativeRebirthHalo,ndsRendererSyncTextureTile,call
0x02029df4,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeMatrix3Mul20p12,call
0x02029e84,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeMatrix3Mul20p12,call
0x02029ea4,ndsRendererExecuteNativeFighterOwnerHierarchy,memcpy,call
0x02029ec4,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererInitTraversalState,call
0x02029fb8,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeApplyProductionPreamble,call
0x02029fc0,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeApplyRootLightPreamble.isra.0,call
0x0202a0e8,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeApplyStateSpan,call
0x0202a110,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeApplyMaterial.part.0,call
0x0202a13c,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeApplyStateSpan,call
0x0202a1f4,ndsRendererExecuteNativeFighterOwnerHierarchy,memset,call
0x0202a234,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativePrepareProductionRun,call
0x0202a2d4,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeApplyStateSpan,call
0x0202a2e4,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererHardwareGetLightShadeLut,call
0x0202a2f8,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererHardwarePrepareLitDirection,call
0x0202a40c,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeApplyStateSpan,call
0x0202a4a8,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeBuildHierarchyHardwareAffine,call
0x0202a778,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeBuildHierarchyHardwareAffine,call
0x0202a924,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeApplyProductionPreamble,call
0x0202a9dc,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeApplyRootLightPreamble.isra.0,call
0x0202aa34,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeApplyStateSpan,call
0x0202aa64,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeApplyMaterial.part.0,call
0x0202aa90,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeApplyStateSpan,call
0x0202aad4,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeShadeProductionActions.constprop.0.isra.0,call
0x0202ac10,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererHardwareEndBatch.part.0,call
0x0202ac80,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererHardwareBindTextureName,call
0x0202ac88,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererHardwareApplyTextureParams,call
0x0202ae10,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeEmitProductionRawTexturedRun,call
0x0202aee0,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeEmitProductionCrossRun.constprop.0,call
0x0202af74,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererHardwareBindNoTexture.constprop.0,call
0x0202af7c,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeEmitProductionRawUntexturedRun,call
0x0202af90,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererTask36ReplayRecord,call
0x0202afbc,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererTask36ReplayRecord,call
0x0202afd0,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsEffectPacketRecord,call
0x0202afe4,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererTask36ReplayRecord,call
0x0202aff8,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsEffectPacketRecord,call
0x0202b00c,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererTask36ReplayRecord,call
0x0202b020,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsEffectPacketRecord,call
0x0202b034,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererTask36ReplayRecord,call
0x0202b044,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsEffectPacketRecord,call
0x0202b068,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsEffectPacketRecord,call
0x0202b0c8,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererHardwareRecordBattleStaticTextureHit,call
0x0202b120,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererNativeApplyStateSpan,call
0x0202b22c,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsEffectPacketRecord,call
0x0202b24c,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererTask36ReplayRecord,call
0x0202b260,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsEffectPacketRecord,call
0x0202b274,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererTask36ReplayRecord,call
0x0202b288,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsEffectPacketRecord,call
0x0202b29c,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererTask36ReplayRecord,call
0x0202b2a4,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererHardwareEndBatch.part.0,call
0x0202b2b8,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsEffectPacketRecord,call
0x0202b2cc,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererTask36ReplayRecord,call
0x0202b2e0,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsEffectPacketRecord,call
0x0202b334,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererTask36ReplayRecord,call
0x0202b33c,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererHardwareEndBatch.part.0,call
0x0202b37c,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsEffectPacketRecord,call
0x0202b3f4,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererTask36ReplayRecord,call
0x0202b408,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsEffectPacketRecord,call
0x0202b41c,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererTask36ReplayRecord,call
0x0202b424,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererHardwareEndBatch.part.0,call
0x0202b438,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsEffectPacketRecord,call
0x0202b44c,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererTask36ReplayRecord,call
0x0202b460,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsEffectPacketRecord,call
0x0202b474,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererTask36ReplayRecord,call
0x0202b488,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsEffectPacketRecord,call
0x0202b49c,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererTask36ReplayRecord,call
0x0202b4b0,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsEffectPacketRecord,call
0x0202b4c4,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererTask36ReplayRecord,call
0x0202b4cc,ndsRendererExecuteNativeFighterOwnerHierarchy,ndsRendererHardwareEndBatch.part.0,call
0x0202b6e4,ndsRendererPrepareNativeStageOwner,memset,call
0x0202b850,ndsRendererPrepareNativeStageOwner,memset,call
0x0202b8a0,ndsRendererPrepareNativeStageOwner,ndsRendererInitTraversalState,call
0x0202b920,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStageApplyStateSpan.constprop.0,call
0x0202b944,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202b964,ndsRendererPrepareNativeStageOwner,ndsRendererTask36ReplayFinishFrame.part.0,call
0x0202b96c,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePreparedTexturesProven,call
0x0202b9b8,ndsRendererPrepareNativeStageOwner,memcmp,call
0x0202ba60,ndsRendererPrepareNativeStageOwner,memset,call
0x0202baf8,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStageApplyStateSpan.constprop.0,call
0x0202bb58,ndsRendererPrepareNativeStageOwner,memcpy,call
0x0202bd08,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202bd48,ndsRendererPrepareNativeStageOwner,ndsRendererSyncTextureTile,call
0x0202bda8,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202bdb8,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202be30,ndsRendererPrepareNativeStageOwner,ndsRendererSyncTextureTile,call
0x0202be98,ndsRendererPrepareNativeStageOwner,ndsRendererCaptureTextureLoad.part.0,call
0x0202bea8,ndsRendererPrepareNativeStageOwner,ndsRendererNativeStagePrepareRun.constprop.0,call
0x0202bf20,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202bf30,ndsRendererPrepareNativeStageOwner,ndsRendererRecordSetTile,call
0x0202bfb4,ndsRendererPrepareNativeStageOwner,ndsRendererSyncTextureTile,call
0x0202c018,ndsRendererPrepareNativeStageOwner,ndsRendererCaptureTextureLoad.part.0,call
