pc,whole_instructions,m80prof_instructions,m80gate_instructions
0x020593a6,2,0,0
0x020593ac,889,87,112
0x020593b8,889,87,112
0x020593c4,889,87,112
0x020593d0,72,3,6
0x020593d6,72,3,6
0x020593e2,72,3,6
0x0205941c,41,0,0
0x02059426,41,0,0
0x02059436,41,0,0
0x02059448,116,9,7
0x02059452,116,9,7
0x0205946e,116,9,7
0x02059474,116,9,7
0x02059488,116,9,7
0x02059492,116,9,7
0x0205949a,116,9,7
0x020594a0,116,9,7
0x020594aa,116,9,7
0x020594b0,116,9,7
0x020594b6,116,9,7
0x020594c0,116,9,7
0x020594dc,68,2,5
0x020594e2,68,2,5
0x020594f2,68,2,5
0x02059514,177,20,48
0x0205957e,43,5,5
0x02059588,43,5,5
0x02059592,43,5,5
0x020595ac,177,20,48
0x02059602,95,15,40
0x02059612,95,15,40
0x02059622,95,15,40
0x0205963e,134,15,43
0x0205965c,40,5,4
0x020596d6,40,5,4
0x02059732,11,1,1
0x0205973e,11,1,1
0x0205974a,11,1,1
0x02059752,11,1,1
0x02059758,11,1,1
0x02059760,11,1,1
0x0205976c,11,1,1
0x02059778,11,1,1
0x02059780,11,1,1
0x02059786,11,1,1
0x0205978e,11,1,1
0x0205979a,11,1,1
0x020597a6,11,1,1
0x020597ae,11,1,1
0x020597b4,11,1,1
0x0205981e,37,2,14
0x02059838,1,1,1
0x02059848,38,7,6
0x02059856,7,1,4
0x0205985e,28,0,1
0x02059864,28,0,1
0x0205986a,28,0,1
0x02059870,28,0,1
0x02059876,28,0,1
0x0205987c,28,0,1
0x02059882,28,0,1
0x02059888,28,0,1
0x02059890,28,0,1
0x020598ea,4,1,3
0x020598fc,4,0,2
0x0205991e,14,3,11
0x0205993c,20,1,1
0x02059952,20,4,3
0x020599be,1,0,1
0x02059a92,3,0,1
0x02059b48,740,26,17
0x02059b7c,740,26,17
0x02059b9a,740,26,17
0x02059bae,1,0,0
0x02059bba,1,0,0
0x02059be4,1,0,0
0x02059bea,1,0,0
0x02059bf6,1,0,0
0x02059bfc,1,0,0
0x02059c0e,1,0,0
0x02059c38,1,0,0
0x02059c42,1,0,0
0x02059c56,1,0,0
0x02059c66,1,0,0
0x02059c70,1,0,0
0x02059c84,1,0,0
0x02059c92,1,0,0
0x02059c9c,1,0,0
0x02059cac,1,0,0
0x02059cb0,1,0,0
0x02059cc0,1,0,0
0x02059cca,1,0,0
0x02059cdc,1,0,0
0x02059d22,739,26,17
0x02059d78,1,0,0
0x02059d84,1,0,0
0x02059d94,1,0,0
0x02059e0c,2,0,1
0x02059e12,2,0,1
0x02059e4c,283,10,2
0x02059e58,283,10,2
0x02059e64,283,10,2
0x02059e70,361,29,49
0x02059e76,361,29,49
0x02059e88,361,29,49
0x02059e9c,569,21,17
0x02059ea2,569,21,17
0x02059eb4,569,21,17
0x02059ebe,3,0,2
0x02059ec8,37,0,4
0x02059ed2,37,0,4
0x02059ee4,37,0,4
0x02059f00,1941,79,58
0x02059f04,1941,79,58
0x02059f10,1941,79,58
0x02059f22,1941,79,58
0x02059f3c,1,0,0
0x0205a0cc,1932,142,146
0x0205a0e0,1831,129,124
0x0205a114,11,3,1
0x0205a11e,11,3,1
0x0205a124,11,3,1
0x0205a130,11,3,1
0x0205a140,1921,142,146
0x0205a146,1921,142,146
0x0205a15a,1921,142,146
0x0205a176,1921,142,146
0x0205a192,1194,86,78
0x0205a198,1194,86,78
0x0205a19e,1194,86,78
0x0205a1b0,1194,86,78
0x0205a1bc,1088,79,72
0x0205a1cc,1913,141,145
0x0205a1d6,1809,126,123
0x0205a1e6,1809,126,123
0x0205a200,738,79,106
0x0205a202,738,79,106
0x0205a208,351,24,28
0x0205a20c,351,24,28
0x0205a594,1,0,1
0x0205a5d8,32,2,1
0x0205a5e2,32,2,1
0x0205a7d4,3116,160,160
0x0205a868,1,0,0
0x0205a89a,42,0,0
0x0205a8c8,1,0,0
0x0205a8da,1,0,0
0x0205a8f4,1,0,0
0x0205a900,1,0,0
0x0205a9c0,2920,175,175
0x0205aa1e,2920,175,175
0x0205ab7e,11680,700,700
0x0205ab8e,11680,700,700
0x0205ab98,11680,700,700
0x0205aba4,6741,410,400
0x0205abb0,8766,525,525
0x0205abbc,5854,364,352
0x0205ac0a,2914,175,175
0x0205acd2,5870,364,356
0x0205acde,5870,364,356
0x0205ace8,5870,364,356
0x0205acf4,2914,175,175
0x0205ad1a,4941,304,302
0x0205ad24,4941,304,302
0x0205ad2e,4941,304,302
0x0205ad36,4941,304,302
0x0205ad3e,4941,304,302
0x0205ad44,4941,304,302
0x0205ad4c,4941,304,302
0x0205ad52,4941,304,302
0x0205ad5e,4941,304,302
0x0205ad6c,4271,259,242
0x0205ad7a,4271,259,242
0x0205ad9a,2914,175,175
0x0205ada2,2914,175,175
0x0205adf4,2956,189,181
0x0205ae00,2027,129,127
0x0205af48,1,0,0
0x0205b034,1600,80,80
0x0205b0dc,908,8,44
0x0205b0de,908,8,44
0x0205b0e8,9621,1051,1469
0x0205b10a,6809,763,1072
0x0205b142,2816,464,633
0x0205b1a4,29,2,0
0x0205b1e2,480,32,0
0x0205b200,770,52,0
0x0205b254,350,40,59
0x0205b2c0,6329,731,1072
0x0205b2ea,8851,999,1469
0x0205b35c,7059,775,1093
0x0205b366,7059,775,1093
0x0205b378,3066,476,654
0x0205b3b0,8,0,5
0x0205b3c0,8,0,5
0x0205b3c8,8,0,5
0x0205b412,8,0,5
0x0205b418,8,0,5
0x0205b644,3200,160,160
0x0205b652,3200,160,160
0x0205b666,3200,160,160
0x0205b762,3200,160,160
0x0205b98c,352,40,59
0x0205b9cc,350,40,59
0x0205b9e2,350,40,59
0x0205ba9e,350,40,59
0x0205bab2,350,40,59
0x0205bac6,350,40,59
0x0205bafc,350,40,59
0x0205bb08,216,16,23
0x0205bb10,216,16,23
0x0205bb18,216,16,23
0x0205bb26,216,16,23
0x0205bb62,134,24,36
0x0205bb94,134,24,36
0x0205bba2,127,17,29
0x0205bbbc,127,17,29
0x0205bbd8,127,17,29
0x0205bbe4,127,17,29
0x0205bc04,127,17,29
0x0205bc3a,134,24,36
0x0205bc42,134,24,36
0x0205bc4a,134,24,36
0x0205bd1e,7,7,7
0x0205bd2a,7,7,7
0x0205bd36,7,7,7
0x0205bd40,7,7,7
0x0205bd5c,7,7,7
0x0205bd72,7,7,7
0x0205bda8,7,7,7
0x0205bdc2,7,7,7
0x0205bf7c,1,0,1
0x0205bf86,1,0,1
0x0205bfc4,9892,496,482
0x0205dbc0,84,8,11
0x0205dbde,84,8,11
0x0205dc22,84,8,11
0x0205dc68,43825,2187,2208
0x0205dcc6,40370,2035,2062
0x0205dcd4,156,9,19
0x0205dda2,24,3,6
0x0205ddd8,156,9,19
0x0205dde2,156,9,19
0x0205ddea,156,9,19
0x0205de24,156,9,19
0x0205de30,156,9,19
0x0205de5c,1600,80,80
0x0205e1f8,5200,259,258
0x0205e25a,12800,640,640
0x0205e290,12800,640,640
0x0205e398,1600,80,80
0x0205e3b2,1600,80,80
0x0205e4de,6400,320,320
0x0205e4fe,1600,80,80
0x0205e518,1600,80,80
0x0205e5c4,1600,80,80
0x0205e6e6,1600,80,80
0x0205e732,25600,1280,1280
0x0205e760,25600,1280,1280
0x0205e83c,43823,2187,2208
0x0205e88a,12800,640,640
0x0205e8f0,156,9,19
0x0205e916,156,9,19
0x0205e960,156,9,19
0x0205e9cc,3036,160,160
0x0205e9fc,6072,320,320
0x0205ea18,54976,2880,2880
0x0205ea90,6315,329,336
0x0205eac0,6317,330,336
0x0205ead2,6315,329,336
0x0205eaee,3115,169,176
0x0205eb18,3036,160,160
0x0205eb3c,3087,159,159
0x0205eb46,3087,159,159
0x0205eb74,3229,159,159
0x0205ebb0,3229,159,159
0x0205ebba,3229,159,159
0x0205ebc2,3229,159,159
0x0205ebd0,3229,159,159
0x0205ebd8,3229,159,159
0x0205ebde,3229,159,159
0x0205ebe8,3229,159,159
0x0205ebf2,3229,159,159
0x0205ebfa,3229,159,159
0x0205ec04,3229,159,159
0x0205ec0c,3229,159,159
0x0205ec12,3229,159,159
0x0205ec1c,3229,159,159
0x0205ec26,3229,159,159
0x0205ec2e,3229,159,159
0x0205ec38,3229,159,159
0x0205ec40,3229,159,159
0x0205ec46,3229,159,159
0x0205ec4e,3229,159,159
0x0205ec5a,3229,159,159
0x0205ec68,3229,159,159
0x0205ec7c,3229,159,159
0x0205ec86,3229,159,159
0x0205ec8e,3229,159,159
0x0205eca0,3229,159,159
0x0205ecaa,3229,159,159
0x0205ecb2,3229,159,159
0x0205ece4,48904,2560,2560
0x0205ee14,79367,4174,4175
0x0205ee70,48904,2560,2560
0x0205ee98,6624,320,320
0x0205eec0,6624,320,320
0x0205eec6,6624,320,320
0x0205eef0,3200,160,160
0x0205eef8,3200,160,160
0x0205ef36,3200,160,160
0x0205ef54,3200,160,160
0x0205efbe,3201,160,160
0x0205efc4,3200,160,160
0x0205f010,3036,160,160
0x0205f018,3036,160,160
0x0205f024,3036,160,160
0x0205f02a,3036,160,160
0x0205f06c,3200,160,160
0x0205f09c,3200,160,160
0x0205f13c,1600,80,80
0x0205f150,3200,160,160
0x0205f15e,3200,160,160
0x0205f184,3200,160,160
0x0205f18c,3200,160,160
0x0205f194,3200,160,160
0x0205f19c,3200,160,160
0x0205f1a4,3200,160,160
0x0205f1f0,43824,2187,2208
0x0205f228,43823,2187,2208
0x0205f23e,43656,2171,2180
0x0205f292,3424,160,160
0x0205f2da,43823,2187,2208
0x0205f2e4,43823,2187,2208
0x0205f2ea,43823,2187,2208
0x0205f32c,167,16,28
0x0205f3c0,323,25,47
0x0205f432,323,25,47
0x0205f442,323,25,47
0x0205f452,323,25,47
0x0205f462,323,25,47
0x0205f788,323,25,47
0x0205f852,156,9,19
0x0205f858,156,9,19
0x0205f85c,156,9,19
0x0205f86c,156,9,19
0x0205f870,156,9,19
0x0205f88c,156,9,19
0x0205f890,156,9,19
0x0205f8a2,156,9,19
0x0205f9b6,84,8,11
0x0205f9c2,84,8,11
0x0205f9d0,84,8,11
0x0205f9de,84,8,11
0x0205f9ea,84,8,11
0x0205f9fa,84,8,11
0x0205fa06,28,4,6
0x0205fa14,84,8,11
0x0205fa26,84,8,11
0x0205fa9e,83,8,17
0x0205fac8,83,8,17
0x0205fba0,20,2,10
0x0205fba6,20,2,10
0x0205fbae,20,2,10
0x0205fbb8,112,4,3
0x0205fbbe,112,4,3
0x0205fbc6,112,4,3
0x0205fbe8,167,16,28
0x0205fbee,167,16,28
0x0205fbf6,167,16,28
0x0205fc00,1600,80,80
0x0205fc38,1600,80,80
0x0205fdbe,1600,80,80
0x0205fdc2,1600,80,80
0x0205fdcc,1600,80,80
0x0205fdd4,1600,80,80
0x0205fde2,1600,80,80
0x0205fdec,1600,80,80
0x0205fdf2,1600,80,80
0x0205fe22,1600,80,80
0x0205fe3e,1600,80,80
0x0205fe52,1600,80,80
0x020600d0,22026,1312,1573
0x020600e8,22026,1312,1573
0x020600f2,22026,1312,1573
0x020601d0,22026,1312,1573
0x020602f4,6037,280,295
0x0206030a,6037,280,295
0x02060352,6037,280,295
0x020603e0,7640,346,333
0x020603ec,7640,346,333
0x02060548,51499,3187,4116
0x020605aa,51498,3187,4116
0x020605b2,51498,3187,4116
0x020605d4,51498,3187,4116
0x02060652,51498,3187,4116
0x02060874,23680,1462,1833
0x0206087c,23680,1462,1833
0x02060886,23680,1462,1833
0x0206088e,23680,1462,1833
0x02060894,23680,1462,1833
0x0206089c,23680,1462,1833
0x020608a4,23680,1462,1833
0x020608aa,23680,1462,1833
0x020608b2,23680,1462,1833
0x020608b8,23680,1462,1833
0x020608be,23680,1462,1833
0x020608f0,3041,141,147
0x020608f8,3041,141,147
0x02060b44,15989,1032,1278
0x02060b52,15989,1032,1278
0x02060b74,48408,3044,3968
0x02060b80,20639,1321,1686
0x02061160,2996,139,148
0x02061164,2996,139,148
0x0206116c,3041,141,147
0x02061170,3041,141,147
0x02061178,884,29,16
0x0206118c,884,29,16
0x020611a4,884,29,16
0x020611b4,936,31,18
0x020611c8,936,31,18
0x020611e0,936,31,18
0x020611f0,3010,136,141
0x0206120e,3010,136,141
0x02061234,3010,136,141
0x02061272,2960,134,139
0x02061280,1,0,0
0x0206129a,1,0,0
0x020612b2,1,0,0
0x020612c0,1,0,0
0x020612e2,1,0,0
0x020612fc,1,0,0
0x0206130a,1,0,0
0x02061318,1,0,0
0x02061322,1,0,0
0x02061328,1,0,0
0x02061346,1,0,0
0x02061390,46,2,0
0x020613ac,46,2,0
0x020613c8,46,2,0
0x020613d8,46,2,0
0x02061456,46,2,0
0x02061520,46,2,0
0x0206153e,46,2,0
0x0206154e,46,2,0
0x0206155e,46,2,0
0x02061570,46,2,0
0x0206157a,46,2,0
0x02061580,46,2,0
0x0206165c,16156,1057,1090
0x02061670,16156,1057,1090
0x02061678,15850,1035,1089
0x0206168c,15850,1035,1089
0x02061704,11914,726,740
0x02061714,11914,726,740
0x02061734,7074,507,546
0x02061744,7074,507,546
0x02061764,25,1,1
0x0206176a,25,1,1
0x0206177c,25,1,1
0x0206178c,77,6,12
0x02061792,77,6,12
0x020617a4,77,6,12
0x020617b4,3200,160,160
0x020617bc,3200,160,160
0x020617c4,352,40,59
0x020617c8,24,11,18
0x020617f0,24,11,18
0x020617f8,24,11,18
0x020617fe,24,11,18
0x02061802,24,11,18
0x02061818,6232,320,320
0x0206181c,6232,320,320
0x02061824,6232,320,320
0x02061828,6232,320,320
0x0206183c,6232,320,320
0x02061840,6232,320,320
0x02061848,6232,320,320
0x0206184c,6232,320,320
0x02061860,6232,320,320
0x02061864,6232,320,320
0x0206186c,6232,320,320
0x02061870,6232,320,320
0x02061884,6232,320,320
0x02061888,6232,320,320
0x02061890,6232,320,320
0x02061894,6232,320,320
0x020618a8,6232,320,320
0x020618ac,6232,320,320
0x020618b4,6232,320,320
0x020618b8,6234,320,321
0x020618cc,6232,320,320
0x020618d0,6232,320,320
0x020618d8,6232,320,320
0x020618dc,6232,320,320
0x020618f0,3424,160,160
0x02061902,3424,160,160
0x02061910,3200,160,160
0x02061914,3200,160,160
0x02061918,6400,320,320
0x0206191c,12940,638,630
0x02061920,6,1,3
0x02061a2c,6,6,0
0x02061a3e,6,6,0
0x02061ae0,1643,81,80
0x02061b0c,1,1,0
0x02061b30,1600,80,80
0x02061b4e,1600,80,80
0x02061b5e,1600,80,80
0x02061c4c,1,1,0
0x02061c64,1600,80,80
0x02061d6c,1643,81,80
0x02061dce,258,6,0
0x02061e04,258,6,0
0x02061e12,258,6,0
0x02061ebe,43,1,0
0x02061f7e,1600,80,80
0x02061fb6,43,1,0
0x02061fd4,43,1,0
0x02061fe8,43,1,0
0x02062040,6443,321,320
0x02062178,6443,321,320
0x02062322,1643,81,80
0x02062370,6443,321,320
0x020623b8,1600,80,80
0x020623e2,1600,80,80
0x02062464,1600,80,80
0x020624c6,1557,79,80
0x020624da,43,1,0
0x020624e0,43,1,0
0x020624f4,43,1,0
0x02062d88,3200,160,160
0x02062d8c,3200,160,160
0x02062d90,3200,160,160
0x02062d94,3200,160,160
0x02062d9a,3200,160,160
0x02062d9e,3200,160,160
0x02062da4,3200,160,160
0x02062da8,3200,160,160
0x02062dac,3200,160,160
0x02062db8,3200,160,160
0x02062dbe,3200,160,160
0x02062dc2,3200,160,160
0x02062dce,3200,160,160
0x02062dd2,3201,160,160
0x02062de0,3200,160,160
0x02062e96,1600,80,80
0x02062e9a,1600,80,80
0x02062ea8,1600,80,80
0x02062eac,1600,80,80
0x02062eb0,1600,80,80
0x02062eb4,1600,80,80
0x02062eb8,1600,80,80
0x02062ebe,1600,80,80
0x02062ec2,1600,80,80
0x02062ec6,1600,80,80
0x02062ed8,1600,80,80
0x02062ede,1600,80,80
0x02062ee2,1600,80,80
0x02062ef0,1600,80,80
0x02062ef4,1600,80,80
0x02062efa,1600,80,80
0x02062efe,1600,80,80
0x02062f04,1600,80,80
0x02062f4c,1600,80,80
0x02062f58,1600,80,80
0x02062f5c,1600,80,80
0x02063004,1600,80,80
0x020633d0,1600,80,80
0x020633fa,1600,80,80
0x020633fe,1600,80,80
0x0206340c,1600,80,80
0x020637e6,1600,80,80
0x020638a0,1,0,0
0x020639dc,3116,160,160
0x02063a58,3200,160,160
0x02063a60,17712,880,880
0x02063ae4,43823,2187,2208
0x02063ba8,3200,160,160
0x02063bbc,3200,160,160
0x02063ec8,1600,80,80
0x02063ee4,1600,80,80
0x02063efc,24,3,6
0x02063f02,24,3,6
0x02063f0a,24,3,6
0x02064ac8,7153,374,362
0x02064ad0,7153,374,362
0x02064ade,704,31,23
0x02064ae6,704,31,23
0x02064aee,704,31,23
0x02064af4,704,31,23
0x02064afc,704,31,23
0x02064b02,704,31,23
0x02064b0a,704,31,23
0x02064b10,704,31,23
0x02064b18,704,31,23
0x02064b1e,704,31,23
0x02064b26,704,31,23
0x02064b2c,704,31,23
0x02064b34,704,31,23
0x02064b3c,704,31,23
0x02064b42,704,31,23
0x02064b4a,704,31,23
0x02064b54,6449,343,339
0x02064b60,6430,342,338
0x02064b68,6430,342,338
0x02064b6e,6430,342,338
0x02064b76,6430,342,338
0x02064b7c,6430,342,338
0x02064b84,6430,342,338
0x02064b8a,6430,342,338
0x02064b92,6430,342,338
0x02064b98,6430,342,338
0x02064ba0,6430,342,338
0x02064ba6,6430,342,338
0x02064bae,6430,342,338
0x02064bb6,6430,342,338
0x02064bbc,6430,342,338
0x02064bc6,19,1,1
0x02064bce,19,1,1
0x02064bd6,19,1,1
0x02064bdc,19,1,1
0x02064be4,19,1,1
0x02064bea,19,1,1
0x02064bf2,19,1,1
0x02064bf8,19,1,1
0x02064c00,19,1,1
0x02064c06,19,1,1
0x02064c0e,19,1,1
0x02064c14,19,1,1
0x02064c1c,19,1,1
0x02064c24,19,1,1
0x02064c2a,19,1,1
0x02064c32,19,1,1
0x02064c94,7179,374,365
0x02064c9e,7179,374,365
0x02064caa,415,16,11
0x02064cb6,3,1,1
0x02064cc2,1,0,1
0x02064cd2,6764,358,354
0x02064cda,6764,358,354
0x02064ce4,6738,356,350
0x02064cf2,412,15,10
0x02064cfc,412,15,10
0x02064d08,399,14,10
0x02064d1c,410,15,8
0x02064d24,410,15,8
0x02064d2c,412,15,10
0x02064d3c,15,1,2
0x02064dc8,7,4,6
0x02064dce,7,4,6
0x02064dda,6,4,5
0x02064dea,6,4,5
0x02064df4,6,4,5
0x02064df8,6,4,5
0x02064e00,6,4,5
0x02064e08,6,4,5
0x02064e12,5,3,4
0x02064e1a,5,3,4
0x02064e50,5,0,0
0x02064e70,11741,801,888
0x02064e84,11741,801,888
0x02064e8c,11741,801,888
0x02064ea0,48,16,24
0x02064ef0,8897,453,457
0x02064f06,8895,453,457
0x02064f10,8895,453,457
0x02064f18,8895,453,457
0x02064f22,8895,453,457
0x02064f2a,8895,453,457
0x02064f2e,8895,453,457
0x02064f36,8895,453,457
0x02064f44,8895,453,457
0x02064f4e,8895,453,457
0x02064f58,8895,453,457
0x02064f62,8895,453,457
0x02064f78,13118,694,680
0x02064f84,13117,694,680
0x02064f8e,13117,694,680
0x02064f96,13117,694,680
0x02064fa0,13117,694,680
0x02064fa8,13117,694,680
0x02064fac,13117,694,680
0x02064fb4,20992,1063,1065
0x02064fbe,20992,1063,1065
0x02064fc8,20992,1063,1065
0x02064fd2,20992,1063,1065
0x02064fdc,19299,1004,982
0x02064fe8,19298,1004,982
0x02064ff2,19298,1004,982
0x02064ffc,19298,1004,982
0x02065008,8895,453,457
0x02065010,8895,453,457
0x0206501a,8895,453,457
0x02065024,8895,453,457
0x02065074,7,4,6
0x0206508e,7,4,6
0x02065098,7,4,6
0x020650a0,7,4,6
0x020650aa,7,4,6
0x020650b2,7,4,6
0x020650b6,7,4,6
0x020650c4,7,4,6
0x020650d0,7,4,6
0x020650d8,7,4,6
0x020650e4,7,4,6
0x020650ec,7,4,6
0x020650f0,7,4,6
0x020650f6,7,4,6
0x020650fe,7,4,6
0x02065118,7,4,6
0x02065122,7,4,6
0x0206512a,7,4,6
0x02065134,7,4,6
0x0206513c,7,4,6
0x02065142,7,4,6
0x0206514c,7,4,6
0x02065158,7,4,6
0x02065162,7,4,6
0x02065808,14,0,6
0x02065810,14,0,6
0x02065828,1601,80,80
0x02065844,1600,80,80
0x02065888,1600,80,80
0x020658ce,1600,80,80
0x0206590c,19200,960,960
0x020660e8,9600,480,480
0x020660ee,9600,480,480
0x02066184,9600,480,480
0x02066a38,216,22,61
0x02066a6c,216,22,61
0x02066ae4,215,19,22
0x02066b44,258,34,69
0x02066b94,112,10,28
0x02066bb2,9,0,4
0x02066bc8,8,0,5
0x02066bfc,99,13,26
0x02066c1c,5,0,2
0x02066c34,6,6,0
0x02066ca4,216,22,61
0x02066cba,216,22,61
0x02066cde,216,22,61
0x02066dbc,215,19,22
0x02066ddc,215,19,22
0x02066e4c,112,10,28
0x02066ea8,112,10,28
0x02067128,112,10,28
0x0206712e,112,10,28
0x020671ec,145,36,45
0x02067244,16,0,8
0x02067338,8,0,5
0x0206733e,8,0,5
0x02067364,8,0,5
0x0206736a,8,0,5
0x0206737a,8,0,5
0x020673bc,80,11,22
0x020673c6,80,11,22
0x0206743c,19,2,4
0x02067442,19,2,4
0x020674a4,95,9,11
0x020674ba,18,0,2
0x02067620,6,6,0
0x0206762a,6,6,0
0x02067654,6,6,0
0x020677ac,258,34,69
0x020677ba,258,34,69
0x0206781c,258,34,69
0x0206781e,258,34,69
0x02067878,321,25,23
0x02067886,255,16,17
0x020678de,64,8,7
0x0206793c,31,3,13
0x02067a6c,2,0,1
0x02067b2c,3200,160,160
0x02067b38,1600,80,80
0x02067bb4,15640,803,806
0x02067be4,1,1,0
0x02067bf8,3200,160,160
0x02067c22,15640,803,806
0x02067c54,88758,4662,4737
0x02068090,3116,160,160
0x02068094,3116,160,160
0x020680c0,1,0,0
0x02068184,48,0,0
0x020681d8,255,16,17
0x020681e8,215,19,22
0x020681fc,64,8,7
0x02068208,64,8,7
0x02068334,1215,49,46
0x020683ec,6709,360,374
0x02068540,759,45,24
0x02068556,759,45,24
0x020685c4,456,4,22
0x020685d0,456,4,22
0x0206872e,452,4,22
0x02068a04,109,6,11
0x02068a1c,243,11,17
0x02068a4a,243,11,17
0x02068a54,58,2,5
0x02068a8e,29,1,3
0x02068ae0,979,68,8
0x02069404,20,2,6
0x02069434,51,4,6
0x02069590,58,2,5
0x0206970c,95639,4960,4958
0x02069722,95639,4960,4958
0x02069732,5966,446,462
0x0206974a,1820,147,97
0x020697c8,5236,402,441
0x020697d6,5236,402,441
0x020697e6,5236,402,441
0x0206981a,409,21,11
0x02069822,409,21,11
0x02069838,3825,240,178
0x02069846,415,25,18
0x02069894,1042,55,34
0x020698c2,236,15,6
0x020698d2,820,49,54
0x0206991c,728,54,71
0x02069922,728,54,71
0x02069934,997,64,98
0x02069966,1208,86,81
0x02069976,957,67,22
0x020699d0,1113,81,27
0x020699e2,2007,140,37
0x02069a10,616,43,10
0x02069a3c,824,56,50
0x02069a94,924,64,60
0x02069aa6,1458,99,94
0x02069b34,712,110,61
0x02069b3c,712,110,61
0x02069c4a,188,7,7
0x02069c6c,301,10,12
0x02069cb4,54,2,13
0x02069cc4,7,0,3
0x02069cd4,6,3,1
0x02069ce4,12,1,7
0x02069fc8,95152,4927,4954
0x02069fde,95152,4927,4954
0x02069ffc,15058,1165,1415
0x0206a008,14346,1055,1354
0x0206a028,5268,423,542
0x0206a082,5479,413,458
0x0206a0a4,5495,380,425
0x0206a0b0,5495,380,425
0x0206a0ba,5495,380,425
0x0206a0c4,5495,380,425
0x0206a0ce,5495,380,425
0x0206a0d6,5495,380,425
0x0206a0dc,5495,380,425
0x0206a0e6,5495,380,425
0x0206a0ec,5495,380,425
0x0206a0f6,5495,380,425
0x0206a100,5495,380,425
0x0206a108,5495,380,425
0x0206a10e,5495,380,425
0x0206a118,5495,380,425
0x0206a11e,5495,380,425
0x0206a126,5495,380,425
0x0206a130,5495,380,425
0x0206a136,5495,380,425
0x0206a13c,5495,380,425
0x0206a144,5495,380,425
0x0206a14e,5495,380,425
0x0206a156,5495,380,425
0x0206a162,4295,362,448
0x0206a168,4295,362,448
0x0206a1bc,110283,6361,6650
0x0206a1d4,110284,6361,6651
0x0206a1e6,6709,360,374
0x0206a1fe,62,6,6
0x0206a294,41,8,6
0x0206a29c,41,8,6
0x0206a2d4,6680,359,371
0x0206a2e2,6680,359,371
0x0206a2ee,6680,359,371
0x0206a38c,8,0,4
0x0206a416,25,1,1
0x0206a422,54,2,2
0x0206a472,54,2,2
0x0206a616,8,0,4
0x0206a664,16,0,8
0x0206a67c,32,0,16
0x0206a6aa,16,0,8
0x0206a754,116,4,8
0x0206a768,29,1,1
0x0206a76e,29,1,1
0x0206a7f2,25,1,1
0x0206a80c,25,1,1
0x0206a908,110283,6361,6650
0x0206a922,110283,6361,6650
0x0206a948,38025,1981,2010
0x0206a956,37984,1973,2004
0x0206a976,12889,673,682
0x0206a9a4,6709,360,374
0x0206aa72,18904,988,1008
0x0206aa7e,18904,988,1008
0x0206aa88,18904,988,1008
0x0206aa92,18904,988,1008
0x0206aa9c,18904,988,1008
0x0206aaa4,18904,988,1008
0x0206aaaa,18904,988,1008
0x0206aab4,18904,988,1008
0x0206aaba,18904,988,1008
0x0206aac4,18904,988,1008
0x0206aace,18904,988,1008
0x0206aad6,18904,988,1008
0x0206aadc,18904,988,1008
0x0206aae6,18904,988,1008
0x0206aaec,18904,988,1008
0x0206aaf4,18904,988,1008
0x0206aafe,18904,988,1008
0x0206ab04,18904,988,1008
0x0206ab0a,18904,988,1008
0x0206ab12,18904,988,1008
0x0206ab1c,18904,988,1008
0x0206ab24,18904,988,1008
0x0206ab30,6232,320,320
0x0206ab36,6232,320,320
0x0206ab98,6232,320,320
0x0206abbc,6657,353,362
0x0206abe4,16861,903,917
0x0206abf0,95152,4927,4954
0x0206abf6,95153,4927,4954
0x0206ac02,12741,669,692
0x0206ac08,12741,669,692
0x0206ad30,11,2,6
0x0206ad48,11,2,6
0x0206ad56,1,0,1
0x0206af84,5,1,3
0x0206afb0,5,1,3
0x0206afca,6,1,3
0x0206b022,5,1,3
0x0206b07c,5,1,3
0x0206b688,8,0,5
0x0206b6e0,8,0,5
0x0206b70c,8,0,5
0x0206b7c8,97542,5692,5958
0x0206b7d4,97542,5692,5958
0x0206b7ec,97542,5692,5958
0x0206b800,16861,903,917
0x0206b83c,12741,669,692
0x0206b8a4,12741,669,692
0x0206b8e6,16861,903,917
0x0206b906,12741,669,692
0x0206b910,6680,355,371
0x0206b960,6709,360,374
0x0206b96c,29,5,3
0x0206b9b0,6816,764,1076
0x0206b9be,6816,764,1076
0x0206b9e4,487,33,4
0x0206ba30,51,4,6
0x0206ba3e,51,4,6
0x0206ba4e,51,4,6
0x0206ba78,58,2,5
0x0206ba88,58,2,5
0x0206ba96,58,2,5
0x0206baa6,58,2,5
0x0206bae0,6315,329,336
0x0206baee,6315,329,336
0x0206baf4,6315,329,336
0x0206bb00,6315,329,336
0x0206bb08,6315,329,336
0x0206bb12,6315,329,336
0x0206bb18,6315,329,336
0x0206bb1e,6315,329,336
0x0206bb26,6315,329,336
0x0206bb2e,6315,329,336
0x0206bb38,6315,329,336
0x0206bb3c,6315,329,336
0x0206bb50,6315,329,336
0x0206bb54,6315,329,336
0x0206bb5e,6315,329,336
0x0206bb64,6315,329,336
0x0206bb68,6315,329,336
0x0206bb70,6315,329,336
0x0206bb78,6315,329,336
0x0206c10c,211,9,11
0x0206c144,211,9,11
0x0206c258,48906,2560,2560
0x0206c2c6,48904,2560,2560
0x0206c360,79368,4174,4175
0x0206c370,79370,4174,4175
0x0206c3b8,62402,3284,3285
