pc,whole_instructions,m80prof_instructions,m80gate_instructions
0x020965a4,77028,3852,3864
0x020965a8,96230,4812,4824
0x020965c0,64000,3200,3200
0x02096624,83504,4176,4192
0x020966ac,51200,2560,2560
0x020966b8,47946,2392,2400
0x020966cc,19200,960,960
0x020966f0,3200,160,160
0x02096754,1600,80,80
0x02096760,1600,80,80
0x02096768,1600,80,80
0x02096770,1600,80,80
0x0209677c,1600,80,80
0x02096784,1600,80,80
0x0209678c,1600,80,80
0x020967c6,1600,80,80
0x020967ca,1600,80,80
0x02096818,1600,80,80
0x0209681c,1600,80,80
0x0209686c,1600,80,80
0x02096870,1600,80,80
0x020968c0,1600,80,80
0x020968c4,1600,80,80
0x02096914,1600,80,80
0x02096918,1600,80,80
0x02096968,1600,80,80
0x0209696c,1600,80,80
0x02096988,1600,80,80
0x020969d8,1600,80,80
0x020969de,1600,80,80
0x020969ec,1600,80,80
0x020969f2,1600,80,80
0x02096acc,3200,160,160
0x02096af8,12800,640,640
0x02096b02,12800,640,640
0x02096b0c,12800,640,640
0x02096b16,12800,640,640
0x02096b22,12800,640,640
0x02096b88,1600,80,80
0x02096b9c,112,0,0
0x02096baa,112,0,0
0x02096bb0,112,0,0
0x02096d4c,5961,318,319
0x02096d60,5961,318,319
0x02096d6a,5961,318,319
0x02096d74,5961,318,319
0x02096d7e,5961,318,319
0x02096d8e,6271,322,320
0x02096d9a,6271,322,320
0x02096de2,6271,322,320
0x02096dee,5961,318,319
0x02096e02,310,4,1
0x02096ee4,3116,160,160
0x02096f1c,6232,320,320
0x02096f7c,5961,318,319
0x02096f92,5961,318,319
0x02097000,6187,320,320
0x02097008,6187,320,320
0x0209703a,6187,320,320
0x02097044,6187,320,320
0x02097056,3636,191,173
0x02097060,3636,191,173
0x0209706a,6187,320,320
0x0209707c,6187,320,320
0x02097090,6187,320,320
0x0209709a,6187,320,320
0x020970a2,6187,320,320
0x020970b6,6187,320,320
0x020970ca,6187,320,320
0x020970de,6187,320,320
0x020970f4,6187,320,320
0x02097106,6187,320,320
0x0209729a,3116,160,160
0x020972a2,3116,160,160
0x020972ae,3116,160,160
0x020972b6,3116,160,160
0x020972c2,3116,160,160
0x020972ca,3116,160,160
0x020972da,3116,160,160
0x020972e8,1775,74,80
0x020972f6,2224,134,148
0x02097304,2224,134,148
0x0209730a,2224,134,148
0x02097310,2224,134,148
0x0209731a,2224,134,148
0x02097324,3116,160,160
0x0209732a,3116,160,160
0x0209734a,226,2,1
0x02097366,226,2,1
0x02097370,226,2,1
0x0209737c,226,2,1
0x02097384,226,2,1
0x02097404,2551,129,147
0x0209740e,2551,129,147
0x0209743e,1341,86,80
0x0209746c,3116,160,160
0x02097480,3116,160,160
0x02097486,3116,160,160
0x0209748c,3116,160,160
0x02097490,3116,160,160
0x02097498,3116,160,160
0x020974a4,3116,160,160
0x020974aa,3116,160,160
0x020974b0,3116,160,160
0x020974b4,3116,160,160
0x020974bc,3117,160,160
0x020974c2,3116,160,160
0x020974ca,3116,160,160
0x020974d2,3116,160,160
0x020974da,3116,160,160
0x020974e4,3116,160,160
0x020974f2,3116,160,160
0x020974fe,3116,160,160
0x0209752c,3116,160,160
0x02097538,3116,160,160
0x02097542,3116,160,160
0x02097548,3116,160,160
0x02097556,3116,160,160
0x02097562,3116,160,160
0x02097568,3116,160,160
0x02097570,3116,160,160
0x02097578,3116,160,160
0x02097580,3116,160,160
0x02097594,3116,160,160
0x0209759e,3116,160,160
0x020975a4,3116,160,160
0x020975aa,3116,160,160
0x020975b0,3116,160,160
0x020975b8,3116,160,160
0x020975c4,3080,156,148
0x020975d6,3116,160,160
0x020975dc,3116,160,160
0x020975e2,3116,160,160
0x020975ea,3116,160,160
0x020975f6,3116,160,160
0x0209760a,3116,160,160
0x02097648,3116,160,160
0x02097658,3116,160,160
0x0209765e,3116,160,160
0x02097668,3116,160,160
0x0209766e,3116,160,160
0x02097678,3116,160,160
0x0209767e,3116,160,160
0x0209768c,3116,160,160
0x02097692,3116,160,160
0x02097698,3116,160,160
0x020976a0,3116,160,160
0x020976a8,3116,160,160
0x020976b0,3116,160,160
0x020976c0,3116,160,160
0x020976d2,3116,160,160
0x020976de,3116,160,160
0x020976e4,3116,160,160
0x020976ea,3116,160,160
0x020976f6,3116,160,160
0x02097704,3116,160,160
0x0209770c,3116,160,160
0x02097716,3116,160,160
0x02097722,1760,104,106
0x0209772e,3116,160,160
0x0209773a,3116,160,160
0x02097746,3116,160,160
0x0209774c,3116,160,160
0x02097756,3116,160,160
0x0209775c,3116,160,160
0x02097762,3116,160,160
0x02097772,3116,160,160
0x02097778,3116,160,160
0x0209777e,3116,160,160
0x02097786,3116,160,160
0x0209778e,3116,160,160
0x02097796,3116,160,160
0x0209779e,3116,160,160
0x020977a6,3116,160,160
0x020977b0,3116,160,160
0x02097f74,631,45,23
0x02098620,3819,173,163
0x02098636,3819,173,163
0x02098642,3819,173,163
0x0209864e,3631,170,162
0x0209865e,3192,162,160
0x02098668,3191,162,160
0x02098674,3191,162,160
0x02098690,6401,320,320
0x020986a8,6400,320,320
0x020986bc,6400,320,320
0x020986cc,6401,320,320
0x020986dc,6400,320,320
0x020986e8,6400,320,320
0x020986f4,6400,320,320
0x02098700,6400,320,320
0x0209870c,6400,320,320
0x02098718,6400,320,320
0x0209873c,6400,320,320
0x02098760,6400,320,320
0x02098770,6400,320,320
0x02098780,6400,320,320
0x02098790,6400,320,320
0x020987a0,6400,320,320
0x020987b0,6400,320,320
0x020987c0,6400,320,320
0x020987d0,6400,320,320
0x020987e0,6401,321,320
0x020987f4,6400,320,320
0x02098818,6400,320,320
0x02098828,6400,320,320
0x02098838,6400,320,320
0x02098848,6400,320,320
0x02098858,6401,320,320
0x0209886c,6400,320,320
0x0209887c,6400,320,320
0x0209888c,6400,320,320
0x0209889c,6400,320,320
0x020988b0,6400,320,320
0x020988d4,6400,320,320
0x020988e4,6400,320,320
0x020988f4,6400,320,320
0x0209890c,3200,160,160
0x02098918,3200,160,160
0x02098924,3200,160,160
0x02098930,3200,160,160
0x0209893c,3200,160,160
0x02098948,3200,160,160
0x02098a40,6476,324,328
0x02098a5c,6476,324,328
0x02098a64,6476,324,328
0x02098a68,6476,324,328
0x02098aa8,6476,324,328
0x02098ab4,6477,324,328
0x02098ac0,6476,324,328
0x02098b28,6476,324,328
0x02098b5c,6476,324,328
0x02098b68,6476,324,328
0x02098b70,6476,324,328
0x02098b7c,6476,324,328
0x02098b8c,6476,324,328
0x02098b94,6476,324,328
0x02098bdc,6476,324,328
0x02098c14,6476,324,328
0x02098c48,3200,160,160
0x02098dae,3200,160,160
0x02098dbe,3200,160,160
0x02098df0,3200,160,160
0x02098e08,3200,160,160
0x02098e4e,51200,2560,2560
0x02098fc0,1,0,0
0x02098fc4,1,0,0
0x02098fca,1,0,0
0x02099094,1,0,0
0x020990a0,1,0,0
0x020990a6,1,0,0
0x020990b8,1,0,0
0x020990bc,1,0,0
0x020990d0,1,0,0
0x020994fc,226,2,0
0x02099504,226,2,0
0x0209953a,1,0,0
0x02099540,1,0,0
0x0209954a,1,0,0
0x02099550,1,0,0
0x0209958e,180,2,0
0x020995a6,1,0,0
0x020995b4,1,0,0
0x020995d0,1,0,0
0x020995d6,1,0,0
0x020995dc,1,0,0
0x02099604,1,0,0
0x02099638,1,0,1
0x0209963e,1,0,1
0x02099646,1,0,1
0x0209964e,1,0,1
0x02099654,1,0,1
0x0209965a,1,0,1
0x02099686,1,0,1
0x0209968c,1,0,1
0x020996bc,1,0,1
0x020996da,1,0,1
0x020996e2,1,0,1
0x020996f4,1,0,1
0x020996fc,1,0,1
0x02099702,1,0,1
0x020999b8,6232,320,320
0x020999c2,6232,320,320
0x02099a0c,5903,314,317
0x02099a12,5903,314,317
0x02099a20,5903,314,317
0x02099a2a,5903,314,317
0x02099a38,5903,314,317
0x02099a40,5903,314,317
0x02099a4e,5903,314,317
0x02099a54,5903,314,317
0x02099b6a,1,0,1
0x02099b70,1,0,1
0x02099b98,1,0,1
0x02099bb4,6233,320,320
0x02099bb6,6232,320,320
0x02099bbc,1,0,1
0x02099bc2,1,0,1
0x02099bd8,1,0,1
0x02099c0c,1,0,0
0x02099c16,1,0,0
0x02099c22,1,0,0
0x02099c32,1,0,0
0x02099c3a,1,0,0
0x02099c52,1,0,0
0x02099c7a,1,0,0
0x02099c88,1,0,0
0x02099c98,1,0,0
0x02099c9e,1,0,0
0x02099ca4,1,0,0
0x02099cd4,1,0,0
0x02099cda,1,0,0
0x02099ce0,1,0,0
0x02099d06,1,0,0
0x02099d4c,1,0,0
0x02099d66,1,0,0
0x02099d6e,1,0,0
0x02099db4,75,1,1
0x02099dba,75,1,1
0x02099dc2,75,1,1
0x02099dfc,1,1,1
0x02099e12,1,1,1
0x02099e18,1,1,1
0x02099e5c,104,4,3
0x02099e60,104,4,3
0x02099e74,104,4,3
0x02099e7a,104,4,3
0x02099e84,104,4,3
0x02099e8c,104,4,3
0x02099e92,104,4,3
0x02099eac,29,3,3
0x02099eb0,29,3,3
0x02099ed2,29,3,3
0x02099f2c,1,0,1
0x02099f30,1,0,1
0x02099f38,1,0,1
0x02099f46,1,0,1
0x0209a068,3116,160,160
0x0209a086,3116,160,160
0x0209a08c,3116,160,160
0x0209a096,3116,160,160
0x0209a0ce,3116,160,160
0x0209a0de,3116,160,160
0x0209a0e6,3116,160,160
0x0209a0ee,3116,160,160
0x0209a0f8,3116,160,160
0x0209a100,3116,160,160
0x0209a108,3116,160,160
0x0209a116,3116,160,160
0x0209a11c,3116,160,160
0x0209a126,3116,160,160
0x0209a12c,3116,160,160
0x0209a136,3116,160,160
0x0209a144,3116,160,160
0x0209a154,3116,160,160
0x0209a15a,3116,160,160
0x0209a164,3116,160,160
0x0209a198,3116,160,160
0x0209a19e,3116,160,160
0x0209a1a8,3116,160,160
0x0209a1c6,3116,160,160
0x0209a1d0,3116,160,160
0x0209a1da,3116,160,160
0x0209a1e8,3116,160,160
0x0209a1f2,3116,160,160
0x0209a1fa,3116,160,160
0x0209a202,3116,160,160
0x0209a25c,3116,160,160
0x0209a260,3116,160,160
0x0209a498,1600,80,80
0x0209a49c,1712,80,80
0x0209a4a0,1600,80,80
0x0209a4a4,1712,80,80
0x0209a4a8,6233,320,320
0x0209a4ac,6232,320,320
0x0209a4b4,6232,320,320
0x0209a4c2,6232,320,320
0x0209a4c8,6232,320,320
0x0209a534,732,14,4
0x0209a574,1,0,0
0x0209a57a,1,0,0
0x0209a580,2,0,0
0x0209a586,2,0,0
0x0209e50c,1600,80,80
0x0209e5a8,6,0,0
0x0209e650,3116,160,160
0x0209e65a,3116,160,160
0x0209e666,2,0,0
0x0209e670,2,2,2
0x0209e678,2,2,2
0x0209e73c,12886,642,640
0x0209e7b0,3200,160,160
0x0209e7c8,3200,160,160
0x0209e7d0,3200,160,160
0x0209e7d8,3200,160,160
0x0209e82e,3185,153,149
0x0209e834,3185,153,149
0x0209e83e,3185,153,149
0x0209e846,3185,153,149
0x0209e856,3185,153,149
0x0209e85c,3185,153,149
0x0209e860,3185,153,149
0x0209e872,3185,153,149
0x0209e878,3185,153,149
0x0209e87c,3185,153,149
0x0209e88e,3185,153,149
0x0209e894,3185,153,149
0x0209e898,3185,153,149
0x0209e8b8,3200,160,160
0x0209e8c4,3200,160,160
0x0209e8cc,3200,160,160
0x0209e8d4,3200,160,160
0x0209e8da,3200,160,160
0x0209e8e2,3200,160,160
0x0209e8ec,3200,160,160
0x0209e8f4,3200,160,160
0x0209e8fa,3200,160,160
0x0209e902,3200,160,160
0x0209e922,3200,160,160
0x0209e930,3200,160,160
0x0209e95c,6540,318,310
0x0209e968,6540,318,310
0x0209e970,6540,318,310
0x0209e978,6540,318,310
0x0209e97e,6540,318,310
0x0209e988,6540,318,310
0x0209e992,6540,318,310
0x0209e99a,6540,318,310
0x0209e9a0,6540,318,310
0x0209e9aa,6540,318,310
0x0209e9b6,6540,318,310
0x0209e9d2,6373,295,273
0x0209e9d6,6373,295,273
0x0209e9de,6373,295,273
0x0209e9e2,6373,295,273
0x0209e9f6,6540,318,310
0x0209ea00,3200,160,160
0x0209eb18,3200,160,160
0x0209eb34,3200,160,160
0x0209eb40,1600,80,80
0x0209eb78,6229,316,320
0x0209eb90,56,9,1
0x0209eb9c,56,9,1
0x0209eba4,56,9,1
0x0209ebae,56,9,1
0x0209ebb6,56,9,1
0x0209ebbe,56,9,1
0x0209ebc2,56,9,1
0x0209ebc6,56,9,1
0x0209ebd0,56,9,1
0x0209ebd8,56,9,1
0x0209ebe0,56,9,1
0x0209ebe4,56,9,1
0x0209ebe8,56,9,1
0x0209ec04,1600,80,80
0x0209ec24,43,1,0
0x0209ec30,43,1,0
0x0209ec38,43,1,0
0x0209ec42,43,1,0
0x0209ec4a,43,1,0
0x0209ec52,43,1,0
0x0209ec56,43,1,0
0x0209ec5a,43,1,0
0x0209ec64,43,1,0
0x0209ec6c,43,1,0
0x0209ec74,43,1,0
0x0209ec78,43,1,0
0x0209ec7c,43,1,0
0x0209ecd8,3117,160,160
0x0209ed0c,6232,320,320
0x0209ed34,224,2,2
0x0209ed44,148,0,0
0x0209ed50,148,0,0
0x0209edaa,76,2,2
0x0209edbc,76,2,2
0x0209ee14,3200,160,160
0x0209ee2a,3200,160,160
0x0209ee56,2761,151,158
0x0209ee74,732,14,4
0x0209ee86,732,14,4
0x0209ee8e,732,14,4
0x0209f00c,48,0,0
0x0209f010,48,0,0
0x0209f084,3116,160,160
0x0209f09a,3116,160,160
0x0209f10c,301,24,28
0x0209f112,301,24,28
0x0209f118,301,24,28
0x0209f11e,301,24,28
0x0209f122,301,24,28
0x0209f12a,301,24,28
0x0209f14a,1,1,0
0x0209f154,5,1,1
0x0209f1ac,1,0,0
0x0209f1b2,1,0,0
0x0209f1b6,1,0,0
0x0209f1ba,1,0,0
0x0209f1cc,1,0,0
0x0209f278,3116,160,160
0x0209f2b8,3116,160,160
0x0209f620,6188,320,320
0x0209f668,6162,309,302
0x0209f678,97,4,7
0x0209f742,122,15,25
0x0209f762,122,15,25
0x0209f76a,122,15,25
0x0209f77c,122,15,25
0x0209f782,122,15,25
0x0209f7ac,371,46,76
0x0209f7b2,371,46,76
0x0209f7bc,371,46,76
0x0209f7c4,371,46,76
0x0209f7ce,371,46,76
0x0209f7da,371,46,76
0x0209f86e,24,11,18
0x0209f874,24,11,18
0x0209f87c,24,11,18
0x0209f8ae,249,31,51
0x0209f8ba,249,31,51
0x0209f8dc,127,16,26
0x0209f8ea,25,0,0
0x0209f8f4,25,0,0
0x0209f944,45,0,0
0x0209f96e,19,0,0
0x0209f9b0,144,0,0
0x0209f9bc,144,0,0
0x0209f9c6,144,0,0
0x0209f9ea,4,0,0
0x0209fa38,6232,320,320
0x0209fa60,6187,320,320
0x0209fa66,45,0,0
0x0209fd4c,1,0,0
0x0209fd70,4,0,0
0x0209fd76,4,0,0
0x0209fd7e,4,0,0
0x0209fdbc,1,0,0
0x020a097c,112,0,0
0x020a0984,112,0,0
0x020a0990,74,0,0
0x020a099c,74,0,0
0x020a09c6,38,0,0
0x020a09d6,38,0,0
0x020a109c,1,1,0
0x020a10b2,1,1,0
0x020a10c6,1,1,0
0x020a10de,6,6,0
0x020a10e6,6,6,0
0x020a10f2,6,6,0
0x020a10fc,6,6,0
0x020a1498,1,0,0
0x020a1670,3116,160,160
0x020a16ee,3116,160,160
0x020a1b20,84,0,0
0x020a1b36,84,0,0
0x020a1b7c,3200,160,160
0x020a1bb0,84,0,0
0x020a1bbc,3200,160,160
0x020a1be8,3116,160,160
0x020a1c6c,1,0,0
0x020a1c74,1,0,0
0x020a1c82,1,0,0
0x020a1c88,1,0,0
0x020a1c94,2,0,0
0x020a1cac,2,0,0
0x020a1cb8,2,0,0
0x020a1cc6,2,0,0
0x020a1f38,1,1,0
0x020a1f60,1,1,0
0x020a2010,3200,160,160
0x020a2012,3200,160,160
0x020a203c,6443,321,320
0x020a20ca,6443,321,320
0x020a20d0,6443,321,320
0x020a2290,6443,321,320
0x020a2304,33,1,1
0x020a2308,168,16,21
0x020a230c,168,16,21
0x020a231a,168,16,21
0x020a2328,168,16,21
0x020a2336,168,16,21
0x020a23d0,58,2,0
0x020a23e0,58,2,0
0x020a23ea,58,2,0
0x020a23f2,58,2,0
0x020a23f6,58,2,0
0x020a23fe,58,2,0
0x020a240c,58,2,0
0x020a2416,58,2,0
0x020a2420,58,2,0
0x020a2434,2,0,1
0x020a2446,2,0,1
0x020a2450,2,0,1
0x020a2458,2,0,1
0x020a245c,2,0,1
0x020a2468,2,0,1
0x020a2474,2,0,1
0x020a247c,2,0,1
0x020a2480,2,0,1
0x020a248a,2,0,1
0x020a2494,2,0,1
0x020a249c,2,0,1
0x020a24a6,2,0,1
0x020a24ae,2,0,1
0x020a24bc,7,0,6
0x020a258c,7,0,6
0x020a25be,7,0,6
0x020a25c8,7,0,6
0x020a25ce,7,0,6
0x020a25e0,7,0,5
0x020a25ec,7,0,5
0x020a2608,172,20,38
0x020a261c,7,3,3
0x020a2654,7,3,3
0x020a2664,339,36,59
0x020a26ec,1,0,1
0x020a273e,1,0,1
0x020a2744,1,0,1
0x020a274a,1,0,1
0x020a274e,1,0,1
0x020a2790,3,3,3
0x020a27fc,171,20,38
0x020a2804,171,20,38
0x020a280e,171,20,38
0x020a2814,171,20,38
0x020a2820,58,2,0
0x020a2828,58,2,0
0x020a2830,1,0,1
0x020a2838,1,0,1
0x020a283e,1,0,1
0x020a2844,1,0,1
0x020a2858,7,6,7
0x020a2862,7,6,7
0x020a286c,7,6,7
0x020a2872,7,6,7
0x020a2876,7,6,7
0x020a2898,168,16,21
0x020a28a6,168,16,21
0x020a28b0,171,20,38
0x020a2922,2,0,1
0x020a299c,2,0,1
0x020a29aa,2,0,1
0x020a2a40,2,0,1
0x020a2a46,2,0,1
0x020a2a74,346,36,65
0x020a2ac4,7,0,6
0x020a2ad8,7,0,6
0x020a2ae6,7,0,6
0x020a2af2,7,0,6
0x020a2b22,339,36,59
0x020a2b30,339,36,59
0x020a2b5a,339,36,59
0x020a2b64,339,36,59
0x020a2b6e,339,36,59
0x020a2ba2,339,36,59
0x020a2bdc,7,0,6
0x020a2be6,7,0,6
0x020a2c00,7,0,6
0x020a2c30,7,0,6
0x020a2c40,7,0,6
0x020a2c6c,7,0,6
0x020a2ca8,7,0,6
0x020a2d24,7,0,6
0x020a2d32,7,0,6
0x020a2d40,7,0,6
0x020a2d4e,7,0,6
0x020a2d5c,7,0,6
0x020a2d6a,7,0,6
0x020a2d76,7,0,6
0x020a2d7e,7,0,6
0x020a2eec,7,0,6
0x020a2ef8,4,0,3
0x020a2f1e,7,0,6
0x020a2f28,7,0,6
0x020a2f32,7,0,6
0x020a2f3c,7,0,6
0x020a2f82,7,0,6
0x020a2f8e,7,0,6
0x020a2f9a,7,0,6
0x020a3030,7,0,6
0x020a30fa,7,0,6
0x020a3104,7,0,6
0x020a312e,7,0,6
0x020a3136,7,0,6
0x020a3142,7,0,6
0x020a31f4,339,36,59
0x020a3268,343,36,59
0x020a328c,343,36,59
0x020a32b6,342,36,59
0x020a32c2,342,36,59
0x020a32ce,342,36,59
0x020a32da,342,36,59
0x020a32e4,342,36,59
0x020a32ee,342,36,59
0x020a3310,342,36,59
0x020a3316,342,36,59
0x020a335a,339,36,59
0x020a3360,339,36,59
0x020a336e,342,36,59
0x020a337a,342,36,59
0x020a3386,340,36,59
0x020a338e,340,36,59
0x020a339a,339,36,59
0x020a33a0,339,36,59
0x020a33ae,339,36,59
0x020a33ba,339,36,59
0x020a3404,4,0,0
0x020a3418,4,3,4
0x020a3570,4,3,4
0x020a35c4,4,3,4
0x020a36ac,339,36,59
0x020a3c1c,167,16,28
0x020a3c84,167,16,28
0x020a3cec,167,16,28
0x020a3d0e,167,16,28
0x020a3d16,167,16,28
0x020a3d38,83,8,17
0x020a3d3c,83,8,17
0x020a3f10,2027,76,57
0x020a3f14,2026,76,57
0x020a3f7c,1211,68,43
0x020a3f80,1211,68,43
0x020a3fa0,8,1,0
0x020a3ffc,2,0,0
0x020a4014,2070,78,62
0x020a4018,2070,78,62
0x020a407c,3,3,3
0x020a4082,3,3,3
0x020a408a,3,3,3
0x020a410c,3,1,1
0x020a4112,3,1,1
0x020a4118,3,1,1
0x020a412a,3,1,1
0x020a417c,172,20,38
0x020a4188,172,20,38
0x020a41a8,171,20,38
0x020a41be,171,20,38
0x020a41d2,1,0,0
0x020a41e0,172,20,38
0x020a41e2,172,20,38
0x020a41f8,384,4,30
0x020a4208,384,4,30
0x020a4210,384,4,30
0x020a4216,384,4,30
0x020a421e,384,4,30
0x020a4226,384,4,30
0x020a4232,384,4,30
0x020a4240,384,4,30
0x020a4246,384,4,30
0x020a4250,384,4,30
0x020a4258,384,4,30
0x020a425e,384,4,30
0x020a4268,384,4,30
0x020a4272,384,4,30
0x020a4282,376,4,28
0x020a4292,376,4,28
0x020a429e,232,0,16
0x020a42a6,232,0,16
0x020a42b2,232,0,16
0x020a42b8,232,0,16
0x020a42be,232,0,16
0x020a42ce,192,2,15
0x020a42f4,144,4,12
0x020a42fc,144,4,12
0x020a4314,192,2,15
0x020a4322,137,1,10
0x020a4330,137,1,10
0x020a4352,144,4,12
0x020a4358,144,4,12
0x020a435e,144,4,12
0x020a4364,122,4,14
0x020a438a,122,4,14
0x020a4396,122,4,14
0x020a43a2,122,4,14
0x020a43ca,488,16,56
0x020a43dc,488,16,56
0x020a43ea,488,16,56
0x020a43fc,488,16,56
0x020a440a,488,16,56
0x020a4440,146,2,12
0x020a4448,146,2,12
0x020a44a0,142,2,10
0x020a44ac,142,2,10
0x020a44b8,118,0,8
0x020a44e8,96,0,8
0x020a44f0,1,0,1
0x020a4500,1,0,1
0x020a4504,1,0,1
0x020a450e,1,0,1
0x020a452c,1,0,1
0x020a4532,1,0,1
0x020a4538,1,0,1
0x020a454a,1,0,1
0x020a454e,1,0,1
0x020a457c,171,20,38
0x020a45dc,171,20,38
0x020a45e8,171,20,38
0x020a45fc,171,20,38
0x020a4606,171,20,38
0x020a4610,171,20,38
0x020a461e,39,9,17
0x020a4630,48,2,4
0x020a463e,2,0,1
0x020a4662,32,1,4
0x020a467e,29,1,3
0x020a468e,26,0,2
0x020a4696,26,0,2
0x020a4728,32,1,4
0x020a4742,29,1,3
0x020a4750,26,0,2
0x020a4758,26,0,2
0x020a476a,26,0,2
0x020a4772,26,0,2
0x020a482e,171,20,38
0x020a484a,2,0,1
0x020a485a,2,0,1
0x020a4866,2,0,1
0x020a486e,2,0,1
0x020a48b8,139,19,34
0x020a48c6,102,10,18
0x020a48fa,528,44,84
0x020a4908,528,44,84
0x020a4914,125,15,37
0x020a4920,5,0,1
0x020a4928,5,0,1
0x020a4934,5,0,1
0x020a493a,5,0,1
0x020a4942,5,0,1
0x020a4950,5,0,1
0x020a4960,5,0,1
0x020a4966,5,0,1
0x020a496c,5,0,1
0x020a4976,5,0,1
0x020a497e,5,0,1
0x020a498a,4,0,1
0x020a4992,4,0,1
0x020a49a8,2,0,1
0x020a4aa4,132,11,21
0x020a4ab0,46,2,3
0x020a4abe,37,9,16
0x020a4b9a,32,1,4
0x020a4ba8,30,1,3
0x020a4cce,2,0,1
0x020a4e28,171,20,38
0x020a4e2a,171,20,38
0x020a4e40,4,0,3
0x020a4e54,4,0,3
0x020a4e82,4,0,3
0x020a4ebe,4,0,3
0x020a4ec8,4,0,3
0x020a4ed2,4,0,3
0x020a4eda,4,0,3
0x020a4ee4,4,0,3
0x020a4eec,4,0,3
0x020a4f00,4,0,3
0x020a4f24,4,0,3
0x020a4f46,4,0,3
0x020a4fd6,4,0,3
0x020a4fda,4,0,3
0x020a4ff8,4,0,3
0x020a5004,4,0,3
0x020a5010,4,0,3
0x020a501c,4,0,3
0x020a5104,174,20,28
0x020a510a,174,20,28
0x020a5130,4,0,3
0x020a514c,4,0,3
0x020a5164,168,19,27
0x020a5168,168,19,27
0x020a5174,77,6,12
0x020a5178,77,6,12
0x020a5184,91,13,15
0x020a5188,91,13,15
0x020a51d0,3,0,0
0x020a51e2,3,0,0
0x020a51e8,3,0,0
0x020a51ee,3,0,0
0x020a520c,171,16,21
0x020a5218,171,16,21
0x020a5224,30,0,7
0x020a522c,30,0,7
0x020a52a4,84,8,11
0x020a52a8,84,8,11
0x020a52b4,168,16,21
0x020a52b8,168,16,21
0x020a5324,3,0,3
0x020a5330,3,0,3
0x020a533e,3,0,3
0x020a5344,3,0,3
0x020a5350,3,0,3
0x020a5358,3,0,3
0x020a5368,3,0,3
0x020a5372,3,0,3
0x020a53c0,113,12,14
0x020a53c6,113,12,14
0x020a53d8,110,12,11
0x020a53f8,3,0,3
0x020a5400,3,0,3
0x020a5408,3,0,3
0x020a5412,1,0,0
0x020a5420,112,12,14
0x020a5428,112,12,14
0x020a54f4,4,0,0
0x020a5506,4,0,0
0x020a550c,4,0,0
0x020a5512,4,0,0
0x020a5528,3200,160,160
0x020a55c8,3200,160,160
0x020a564c,930,50,43
0x020a5658,930,50,43
0x020a5662,930,50,43
0x020a566c,608,33,38
0x020a567a,608,33,38
0x020a5686,608,33,38
0x020a569a,342,27,21
0x020a56a4,342,27,21
0x020a56ac,33,2,2
0x020a56bc,103,4,3
0x020a5898,1600,80,80
0x020a58dc,1600,80,80
0x020a5964,3200,160,160
0x020a59a8,3200,160,160
0x020a5a30,1600,80,80
0x020a5a74,1600,80,80
0x020a5afc,60,2,2
0x020a5bb0,60,2,2
0x020a5be4,177,7,9
0x020a5c02,177,7,9
0x020a5c68,61,0,0
0x020a5c72,61,0,0
0x020a5c84,57,0,0
0x020a5c90,57,0,0
0x020a5c9a,57,0,0
0x020a5cb4,4,0,0
0x020a5cc8,9,0,0
0x020a5cd0,9,0,0
0x020a5cd8,9,0,0
0x020a5d30,9,0,0
0x020a5d40,25,1,5
0x020a5d58,25,1,5
0x020a5d6c,35,2,1
0x020a5d7a,35,2,1
0x020a5d88,24,3,6
0x020a5e04,24,3,6
0x020a5e54,24,3,6
0x020a5e88,1,0,1
0x020a5ed0,1,0,1
0x020a5ef8,1,0,0
0x020a5f28,1,0,0
0x020a5f40,666,49,25
0x020a5f46,666,49,25
0x020a5f4e,666,49,25
0x020a5f66,631,45,23
0x020a5f6c,631,45,23
0x020a5f78,631,45,23
0x020a5f8a,631,45,23
0x020a5f96,137,3,1
0x020a5fa0,137,3,1
0x020a5faa,137,3,1
0x020a5fc8,35,4,2
0x020a60fc,48,7,10
0x020a6106,48,7,10
0x020a610e,48,7,10
0x020a611a,44,6,9
0x020a6124,44,6,9
0x020a6130,44,6,9
0x020a6154,4,1,1
0x020a61b0,32,4,11
0x020a61b8,32,4,11
0x020a61c0,32,4,11
0x020a61e0,2,0,1
0x020a61ea,2,0,1
0x020a61f0,2,0,1
0x020a6218,2,0,1
0x020a6222,2,0,1
0x020a6228,2,0,1
0x020a6240,1,0,0
0x020a646c,26,6,10
0x020a649e,26,6,10
0x020a64ba,22,2,6
0x020a64f8,5,1,3
0x020a6506,5,1,3
0x020a6518,6,1,3
0x020a6520,6,1,3
0x020a652e,5,1,3
0x020a655e,5,0,3
0x020a6564,5,0,3
0x020a657c,13,1,1
0x020a6588,13,1,1
0x020a6596,13,1,1
0x020a65a2,13,1,1
0x020a65d0,13,1,1
0x020a65d6,13,1,1
0x020a660a,4,0,2
0x020a6614,4,0,2
0x020a6626,4,0,2
0x020a666c,9,1,1
0x020a6684,13,0,0
0x020a66ac,4,0,0
0x020a66c6,4,0,0
0x020a66cc,4,0,0
0x020a66d2,4,0,0
0x020a66dc,4,0,0
0x020a66e2,4,0,0
0x020a66e8,4,0,0
0x020a66ee,4,0,0
0x020a66f4,4,0,0
0x020a66fa,4,0,0
0x020a6700,4,0,0
