frame,ALL,FTR,STG,BG,AUD,HUD,SRC,MISC,OTHR,WAIT,WORK,SHDT,SWRM,GCRA,SCPU,SCAT,SPRM,SINT,SPHD,SPHC,WORK-H,gNdsHardwareRendererStatus,gNdsHardwareRendererPolyRamCount,gNdsParticleBatchOpens,gNdsParticleScaleEscalations,gNdsR2LightVectorWrites,gNdsParticleCameraLoads
453,1117504,331968,178496,4416,2880,1024,337792,119872,142528,122816,995200,6720,1088,332288,25600,1152,1920,119360,88384,704,994176,100697600,448,167,60,906,181
454,1118016,329408,180160,4352,2816,1024,354048,112384,133696,114304,1003264,6784,960,348544,48896,1280,1984,142784,80384,768,1002240,100698368,452,168,60,908,183
455,1117568,329856,179328,4416,2880,422016,348224,113920,133696,114304,1003264,6784,1152,342592,43712,1216,1920,136896,82368,768,581248,100699904,451,169,60,910,185
456,1678400,332672,178624,4352,3008,1088,604608,117504,458496,438976,1238656,7040,960,599296,34688,1280,1792,252736,218560,768,1237568,100699904,451,170,60,912,187
457,1677632,308608,179968,4352,5120,1024,357184,125056,138176,118080,999872,7168,896,351744,46016,1472,1728,149824,71104,768,998848,100701440,458,171,60,914,189
458,1117952,307776,179392,4224,5184,1088,379072,124096,113600,93760,1023680,6912,1088,373440,62336,1344,1856,171904,73792,704,1022592,100702208,455,172,60,916,191
459,1117440,310208,179840,4352,2816,1088,384512,123968,113344,93632,1024384,6848,960,379072,62336,1344,1984,176448,74560,704,1023296,100702208,455,173,60,918,193
460,1118016,309184,178880,4224,2816,1024,477440,123328,23808,4224,1113472,8384,1088,472064,63168,1408,1920,253760,88512,704,1112448,100703744,460,174,60,920,195
461,1117696,305792,179072,4416,3008,960,404352,123776,23808,4224,1113472,8384,1024,399040,62656,1280,2048,181696,87424,640,1112512,100703744,460,175,60,922,197
462,1118016,311360,179392,4352,4224,1024,423552,123136,90816,70912,1047104,8576,960,417984,62080,1280,1920,187904,99456,704,1046080,100696320,468,176,60,924,199
463,1117888,308096,180736,4288,4160,1024,415808,117888,72832,52992,1064896,9984,1088,410432,62144,1280,2048,192576,88704,640,1063872,100697856,481,177,60,926,201
464,1117760,308416,178176,4416,132800,1088,453376,113152,87872,67968,1049792,7872,960,447808,63040,1280,1920,228416,86400,640,1048704,100697856,481,178,60,928,203
465,1678080,307008,179008,4352,5440,1024,408064,113280,487296,466816,1211264,8448,960,402496,62528,1280,1920,176256,97024,768,1210240,100699392,492,179,60,930,205
466,1117696,307648,178496,4416,5952,70784,392896,114176,99328,79552,1038144,10048,1024,387520,65216,1408,1856,173824,85952,704,967360,100699392,492,180,60,932,207
467,1117952,305344,179008,4352,5888,1088,382912,113216,122176,102016,1015552,8832,960,377280,66304,1280,1984,163776,85568,768,1014464,100700160,488,181,60,934,209
468,1117568,308416,179456,4416,3008,1024,411776,113728,100032,80576,1036992,10048,1024,406400,68032,1216,1920,179456,97728,576,1035968,100701696,497,182,60,936,211
469,1117568,304448,179264,4288,3008,419456,395264,112384,259008,238656,1439936,8256,1088,389696,66496,1216,1920,177152,86336,768,1020480,100702464,487,183,60,938,213
470,1678592,304128,180992,4352,6016,1088,390976,111040,259008,238656,1439936,8256,1088,385536,66560,1280,1856,172416,86208,640,1438848,100703232,481,184,60,940,215
471,1117056,310080,179456,4288,5184,1088,470784,82688,66368,46080,1071680,7744,1024,465600,75136,1344,1984,273024,97984,704,1070592,100703232,481,184,60,942,215
472,1117760,308608,178752,4288,6144,1024,348224,82880,188032,168448,948992,4352,1024,342720,71552,1280,1984,184640,74752,704,947968,100696576,499,184,60,944,215
473,1117440,309184,177664,4288,6080,1152,346432,82624,189504,169664,948352,4480,960,340992,71104,1088,2048,186624,70272,576,947200,100697344,490,184,60,946,215
474,1118016,309824,178176,4224,5760,1024,349632,83648,190208,170240,947840,4608,1088,344128,70528,1280,1856,186368,73792,768,946816,100698112,485,184,60,948,215
475,1118080,306880,176768,4160,5184,1024,419776,81856,123200,104064,1013376,4352,1088,414080,72512,1280,1664,256320,75072,704,1012352,100698880,493,184,60,950,215
476,1117440,304384,177728,4288,4928,1088,464704,82880,78464,58048,1060544,4288,1024,459328,71360,1216,1984,299136,75776,640,1059456,100699648,494,184,60,952,215
477,1118592,304768,177344,4416,3264,1024,327104,82944,217408,197760,919296,4480,1024,321600,71488,1088,1856,162432,75648,704,918272,100699648,494,184,60,954,215
478,1117056,304064,176768,4480,1728,1024,332800,82816,212544,192896,925248,4288,1152,327168,74112,1216,1920,165696,77696,704,924224,100700416,490,184,60,956,215
479,1118144,304832,177984,4416,1600,1024,338240,83264,209152,189440,928256,4224,1024,332864,74624,1280,1792,172800,75840,704,927232,100701952,494,184,60,958,215
480,1117696,301440,178560,4416,1536,1088,349440,83904,209152,189440,928256,4224,1024,344000,74304,1280,1856,180032,79488,832,927168,100701952,494,184,60,960,215
481,1117824,306688,176960,4288,1600,1088,379392,83968,193920,174528,943296,4480,1024,374080,117504,1216,1920,213696,76736,704,942208,100703488,487,184,60,962,215
482,1117888,303360,178240,4480,1472,1088,515648,82816,29120,9280,1108352,4608,1088,510016,119872,1280,1920,345152,80512,768,1107264,100696064,472,184,60,964,215
483,1117632,304128,179072,4288,1536,1024,375872,83584,29120,9280,1108352,4608,960,370496,114368,1280,1856,210752,75776,704,1107328,100696832,464,184,60,966,215
484,1117888,302592,177536,4352,1664,414656,382784,82624,310912,290752,1387456,4288,1088,377472,110976,1280,1728,218752,75648,704,972800,100697600,472,184,60,968,215
485,1678208,303040,178240,4288,92416,1024,443776,97024,310912,290752,1387456,4288,960,438144,36032,1280,1792,151616,201856,704,1386432,100698368,477,185,60,970,216
486,1677696,303936,179264,4416,5120,1024,291008,96192,236544,216448,901504,4480,960,285632,36096,1280,1920,143616,56256,768,900480,100698368,477,186,60,972,217
487,1117952,305216,178368,4480,4992,1088,295936,96384,232960,213120,904832,4864,1024,290752,36544,1408,1856,147520,56448,704,903744,100699904,487,187,60,974,218
488,1117952,303424,178816,4352,1472,1088,498304,96448,30272,10496,1107200,4608,1088,492672,119360,1344,1792,350080,55936,704,1106112,100700672,477,188,60,976,219
489,1117696,306752,179072,4288,1600,1024,447168,96704,79168,59456,1058496,4736,1024,441792,120512,1152,2112,298752,56192,640,1057472,100701440,474,189,60,978,220
490,1117952,308160,179904,4224,1600,1024,365504,97344,165056,145344,972416,4608,1024,360128,118336,1216,1920,217792,56896,576,971392,100702208,465,190,60,980,221
491,1117760,305088,177792,4352,1600,1024,366912,96064,164800,144768,973120,4800,1024,361408,118912,1344,1792,218432,56896,704,972096,100702976,462,191,60,982,222
492,1117888,305152,177984,4352,1600,1024,369920,96448,160000,140032,977920,4672,1024,364416,118848,1536,1984,220864,57216,704,976896,100703744,459,192,60,984,223
493,1117952,306112,178432,4416,1536,1024,367488,83456,179520,160000,957376,4608,1152,361984,116416,1152,1792,218688,56768,704,956352,100703744,459,192,60,986,223
494,1117376,303872,176000,4480,1600,1088,367680,82560,179520,160000,957376,4608,1024,362432,118464,1216,1920,221568,56832,704,956288,100697088,461,192,60,988,223
495,1117632,306816,176256,4352,1536,1024,281856,83392,260544,241152,876608,4736,1088,276480,35520,1152,1856,136320,56512,704,875584,100697856,463,192,60,990,223
496,1117760,306496,178368,4544,1600,70016,282176,84672,192576,172544,945856,4608,1024,276736,34624,1152,1792,136000,57088,640,875840,100698624,462,192,60,992,223
497,1118400,305728,177216,4416,1472,1088,284800,82368,261504,241216,876416,4736,1088,279360,35264,1280,1856,138304,56768,768,875328,100698624,462,192,60,994,223
498,1117632,306112,175872,4416,1600,1088,283008,82944,261504,241216,876416,4736,1024,277568,35008,1216,1920,137344,56320,704,875328,100700160,459,192,60,996,223
499,1117440,304576,178240,4416,1536,416832,283648,82560,404544,384064,1294592,4672,960,278144,35520,1344,1920,138048,56512,704,877760,100700928,456,192,60,998,223
500,1678656,307072,178048,4416,1600,1024,280640,84032,263488,243776,873344,4544,1088,275136,35136,1344,1792,136064,55360,704,872320,100701696,455,192,60,1000,223
501,1117120,303616,178304,4416,1664,1024,285824,82624,259520,239296,878912,4416,1024,280320,35264,1216,1984,141184,55616,768,877888,100702464,454,192,60,1002,223
502,1118208,305536,177664,4352,1728,1024,285312,82368,256960,237056,880704,4800,960,279872,35456,1280,1920,138560,57536,512,879680,100702464,454,192,60,1004,223
503,1117760,306752,179136,4480,1600,1024,282240,83520,262208,243008,874368,4480,960,276736,35840,1280,1792,136832,56000,640,873344,100704000,458,192,60,1006,223
504,1117376,304960,177344,4480,1600,1024,388480,81472,155648,136256,981952,4352,1024,383168,37568,1280,1984,243008,56064,768,980928,100696576,463,192,60,1008,223
505,1118208,306560,178880,4544,1536,960,474048,83776,70720,50752,1067264,4416,1088,468288,125888,1472,1984,313792,69504,640,1066304,100697344,465,192,60,1010,223
506,1118016,305216,177408,4352,129984,1024,395712,82624,22400,2240,1115392,4416,1024,390016,127040,1280,1920,228416,77248,640,1114368,100697344,465,192,60,1012,223
507,1117632,304256,177280,4352,1536,1024,395392,83136,147584,127936,989952,4288,1088,389760,126080,1280,1920,228480,76928,704,988928,100698880,457,192,60,1014,223
508,1117888,306944,177984,4288,1536,1024,391616,82880,147584,127936,989952,4288,1024,386048,126016,1408,1728,224320,77760,704,988928,100699648,438,192,60,1016,223
509,1118016,305216,177600,4224,1600,1088,390080,83008,153920,133888,984128,4352,960,384768,131072,1408,1728,224000,76288,640,983040,100700416,437,192,60,1018,223
510,1117376,305472,176128,4480,1536,960,355456,83392,190080,170304,947584,4544,1152,349760,89088,1280,1920,186624,78528,704,946624,100701184,457,192,60,1020,223
511,1117888,304896,177088,4480,1472,1088,360512,82432,184704,164864,953152,4480,1024,355072,89536,1280,1792,185472,85248,704,952064,100701952,454,192,60,1022,223
512,1118016,305344,178048,4416,1536,1024,356224,82816,187200,166976,950976,4544,1024,350784,89856,1216,1984,188480,78208,704,949952,100701952,454,192,60,1024,223
513,1117952,306752,177920,4480,1600,1088,351552,82944,191424,171904,945408,4352,1024,346112,86208,1344,2048,181376,80960,704,944320,100702720,457,192,60,1026,223
514,1117312,306176,178176,4352,1600,417792,263168,82688,426176,405760,1272768,4416,1024,257536,832,1280,1856,96384,77568,704,854976,100703488,464,192,60,1028,223
515,1678528,305152,177536,4416,1536,1024,262592,83264,426176,405760,1272768,4416,1024,256960,768,1280,1856,95744,77824,704,1271744,100696832,458,192,60,1030,223
516,1117504,305536,177088,4480,1536,1024,381248,97408,147328,127680,990144,4544,1024,376000,1856,1280,1920,206720,83136,768,989120,100696832,458,193,60,1032,224
517,1117824,306112,178752,4416,1536,1088,329664,98112,195520,176000,941760,4800,960,324160,42688,1280,1856,162688,75648,768,940672,100698368,461,194,60,1034,225
518,1117760,307200,180288,4352,1600,1024,462912,97152,67008,47232,1070784,4224,1024,457344,84160,1216,1856,296192,76096,704,1069760,100699136,471,195,60,1036,226
519,1118016,303936,180032,4352,1536,1024,372480,97856,158208,138496,979136,4544,1088,367104,97536,1344,1728,207040,74048,704,978112,100699904,461,196,60,1038,227
520,1117632,303616,178496,4416,2816,1088,583360,110848,490688,470656,1207360,4608,960,577920,960,1216,1984,288640,200064,768,1206272,100699904,461,197,60,1040,228
521,1678016,305536,179200,4480,2752,1024,270592,111168,244480,224576,893440,4352,960,265152,832,1152,1920,98176,79680,640,892416,100701440,462,198,60,1042,229
522,1118016,305152,178496,4352,2688,1024,275904,109888,242112,221952,895872,4480,960,270464,896,1152,1728,102080,81536,640,894848,100702208,444,199,60,1044,230
523,1117824,302912,178944,4352,2816,1088,537152,145216,508224,488320,1189696,84480,960,531648,1280,1216,2112,224896,133696,704,1188608,100702208,444,202,60,1046,233
524,1678016,299072,180032,4416,2816,1088,449472,131520,46784,26752,1090880,166720,960,443840,1536,1216,2048,102144,78720,768,1089792,100703744,461,205,60,1048,236
525,1117632,302592,179008,4352,2880,1088,335488,122048,46784,26752,1090880,166720,1152,330112,50240,1344,1920,147584,80192,640,1089792,100703744,461,207,60,1050,238
526,1117696,304000,180224,4352,4992,70208,282624,125632,139712,119744,998400,7296,1024,277248,1472,1280,1856,97600,78528,704,928192,100697088,458,209,60,1052,240
527,1118144,306560,184000,4416,131136,1024,286592,122944,85440,65856,1051904,7872,960,280960,1280,1216,1984,99200,79296,640,1050880,100697856,463,211,60,1054,242
528,1117760,306752,179520,4352,2816,416064,305216,121472,85440,65856,1051904,7872,1024,299840,24704,1216,1856,118848,79616,640,635840,100698624,474,213,60,1056,244
529,1678272,302912,178048,4352,2816,1088,337728,135744,150464,130176,987456,7424,1024,332288,48640,1216,1920,147392,77056,704,986368,100699392,475,216,60,1058,247
530,1117632,306112,179200,4480,2880,960,332288,127744,167552,147392,970368,7424,1088,326848,48000,1344,1856,149184,77440,640,969408,100700160,479,219,60,1060,250
531,1117760,302912,179008,4416,2880,1024,326080,129216,167552,147392,970368,7424,1024,320704,47808,1344,1984,145152,76096,640,969344,100700928,467,222,60,1062,253
532,1117696,305024,178432,4480,2752,1024,329984,128000,166208,146240,971712,7040,1024,324608,47360,1152,1920,148352,76352,640,970688,100700928,467,225,60,1064,256
533,1117952,305472,180032,4480,4928,1088,327296,128704,166208,146240,971712,7040,1152,321856,42368,1408,1984,145216,77120,704,970624,100702464,467,228,60,1066,259
534,1117568,309248,179008,4416,3328,1088,333568,110976,176512,156800,961280,7040,1024,328128,50432,1344,2048,151168,76096,832,960192,100702464,467,230,60,1068,261
535,1118080,307392,180800,4416,1536,1088,328896,96704,176512,156800,961280,7040,1024,323264,50944,1216,2048,149056,76032,704,960192,100704000,469,231,60,1070,262
536,1117696,308608,178880,4416,1536,1088,333760,95744,194240,173632,944640,6912,1152,328192,51840,1152,1920,152896,78272,768,943552,100704000,469,232,60,1072,263
537,1118272,308288,179328,4288,1664,1024,334720,96128,194304,174336,943168,6976,1088,329408,51136,1152,1920,155136,76992,704,942144,100697344,472,233,60,1074,264
538,1117504,307008,178304,4352,1600,1088,468992,96064,194304,174336,943168,6976,1024,463680,99776,1344,1984,289472,76992,640,942080,100698112,470,234,60,1076,265
539,1117312,307776,179968,4352,1600,1024,338944,95616,57472,38208,1079104,6976,960,333568,52224,1344,1984,155008,80576,640,1078080,100698880,474,235,60,1078,266
540,1118080,305152,177536,4416,1536,1088,378368,95232,153472,133376,984704,6912,960,372864,48256,1408,1984,197312,77568,640,983616,100699648,468,236,60,1080,267
541,1118080,305344,178688,4352,1600,1024,281344,97472,248320,228992,888576,7104,1088,275904,960,1344,1856,95808,83264,704,887552,100700416,467,237,60,1082,268
542,1117568,304512,179008,4288,1536,1024,362304,110848,153472,133952,983744,7232,1088,356800,1536,1472,1984,175616,76352,704,982720,100701184,460,239,60,1084,270
543,1117696,305408,178688,4416,1536,419264,302400,109952,153472,133952,983744,7232,1024,296960,23872,1280,1920,125120,74496,768,564480,100701952,465,241,60,1086,272
544,1678592,304896,177472,4416,2240,69312,461120,122240,532096,511616,1166080,57600,1088,455680,896,1152,117504,105280,85120,704,1096768,100702720,456,243,60,1088,274
545,1677696,306432,179904,4352,2880,1024,208064,125952,287808,267904,849856,9920,960,202560,832,1088,1728,8320,66496,704,848832,100703488,452,245,60,1090,276
546,1117760,308800,178880,4352,2944,960,183104,123968,316544,296768,820928,9920,1088,177600,1408,1216,1792,8064,65792,832,819968,100696064,447,247,60,1092,278
547,1117696,307264,178560,4352,2944,1024,342080,134848,316544,296768,820928,9920,960,336832,43840,1216,1920,140672,91456,768,819904,100696832,455,249,60,1094,280
548,1117888,303872,178048,4416,93184,1088,305600,129152,150656,130688,987200,9984,1024,300160,1408,1280,2048,104320,90304,768,986112,100696832,455,251,60,1096,282
549,1117952,305280,181312,4288,2752,1152,425984,149504,48832,29440,1088064,7040,1024,420480,41600,1472,1984,145920,167936,640,1086912,100698368,484,254,61,1098,285
550,1117504,305664,179200,4416,4992,1152,267904,137216,219072,199104,919104,7104,1088,262464,1664,1344,1920,102144,55744,704,917952,100699136,486,257,62,1100,288
551,1118208,304960,178624,4288,5120,1024,304192,131904,185344,165248,952704,6848,1024,298816,42816,1152,1984,140224,55040,640,951680,100699136,486,260,63,1102,291
552,1117952,307200,178688,4480,3968,1024,271104,142528,209088,188736,929088,6976,1024,265408,896,1216,1856,101056,58240,640,928064,100700672,481,263,65,1104,294
553,1117824,306432,179328,4352,2688,1088,267008,129856,230272,210496,907072,6784,960,261696,768,1216,1920,99968,55808,704,905984,100700672,481,266,67,1106,297
554,1117568,304960,177344,4352,2752,1024,259712,130304,234176,214336,903424,6912,1152,254208,1600,1344,1920,99136,56000,768,902400,100702208,468,269,69,1108,300
555,1117760,306624,178688,4480,2880,1024,255360,129344,240448,220416,897728,6784,960,250048,1536,1344,1792,96256,55040,704,896704,100702976,470,272,71,1110,303
556,1118144,305792,178944,4352,2880,70080,350464,132032,75200,54912,1063040,7232,960,345088,88704,1408,2048,188864,56000,640,992960,100703744,470,275,73,1112,306
557,1117952,304384,178496,4416,2752,416128,303424,129536,75200,54912,1063040,7232,1024,297856,41152,1280,2048,141184,56128,832,646912,100696320,477,278,75,1114,309
558,1678144,307712,177920,4416,2880,1024,258496,116864,336256,315520,1362624,7104,960,253120,896,1216,1984,98496,54912,768,1361600,100697088,482,280,76,1116,311
559,1117248,305600,178816,4352,2688,1088,264320,116608,241792,222208,895488,7040,1088,258816,896,1280,2048,102848,55552,704,894400,100697856,486,282,77,1118,313
560,1117696,306624,180224,4352,2816,1088,262592,115520,246656,226816,891136,6976,1024,257024,1472,1280,1984,101056,56192,768,890048,100698624,485,284,78,1120,315
561,1117952,305600,179200,4480,2816,960,269056,115456,246656,226816,891136,6976,1024,263552,1984,1088,1856,101312,55552,704,890176,100699392,479,286,79,1122,317
562,1117696,304192,179648,4352,2816,1088,358784,115392,241216,221568,896128,7232,1088,353344,88640,1216,1984,187072,54976,768,895040,100700160,468,288,80,1124,319
563,1117888,307392,180096,4224,2752,1088,408384,109312,107456,87680,1030080,6912,1152,402880,110848,1344,1856,211648,55808,576,1028992,100700928,463,290,81,1126,321
564,1117760,303680,180608,4480,2944,1024,331200,97472,190144,170048,947776,6912,1024,325760,41920,1280,1984,144640,55744,768,946752,100701696,464,291,82,1128,322
565,1117824,305600,185024,4416,2944,960,292672,98176,227072,207488,910144,7168,1088,287232,896,1280,1920,99904,56192,576,909184,100701696,464,292,83,1130,323
